valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
ARMERO - GUAYABAL,ARMERO GUAYABAL,ARMERO GUAYABAL,ARMERO GUAYABAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25335,GUAYABETAL,CUNDINAMARCA,64.0,73055,ARMERO,TOLIMA,57.14,52621,ROBERTO PAYÁN,NARIÑO,57.14,ARMERO GUAYABAL,,ARMERO GUAYABAL,ARMERO GUAYABAL,PENDIENTE,,,,,,"mejor fuzzy insuficiente (64.00, margen 4.00)",25335,GUAYABETAL,CUNDINAMARCA,64.0,GUAYABETAL,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,58.82,GUAYABAL DE SIQUIMA,73055,ARMERO,TOLIMA,57.14,ARMERO
ARMERO GUAYABAL,ARMERO GUAYABAL,ARMERO GUAYABAL,ARMERO GUAYABAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25335,GUAYABETAL,CUNDINAMARCA,64.0,73055,ARMERO,TOLIMA,57.14,52621,ROBERTO PAYÁN,NARIÑO,57.14,ARMERO GUAYABAL,,ARMERO GUAYABAL,ARMERO GUAYABAL,PENDIENTE,,,,,,"mejor fuzzy insuficiente (64.00, margen 4.00)",25335,GUAYABETAL,CUNDINAMARCA,64.0,GUAYABETAL,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,58.82,GUAYABAL DE SIQUIMA,73055,ARMERO,TOLIMA,57.14,ARMERO
ARMERO GUAYABAL TOLIMA,ARMERO GUAYABAL TOLIMA,ARMERO GUAYABAL TOLIMA,ARMERO GUAYABAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25335,GUAYABETAL,CUNDINAMARCA,64.0,73055,ARMERO,TOLIMA,61.14,52621,ROBERTO PAYÁN,NARIÑO,57.14,ARMERO GUAYABAL TOLIMA,TOLIMA,ARMERO GUAYABAL,ARMERO GUAYABAL,PENDIENTE,,,,,,"mejor fuzzy insuficiente (65.14, margen 1.14)",73055,ARMERO,TOLIMA,65.14,ARMERO,25335,GUAYABETAL,CUNDINAMARCA,64.0,GUAYABETAL,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,58.82,GUAYABAL DE SIQUIMA
ASTREA-CESAER,ASTREA CESAER,ASTREA CESAER,ASTREA CESAER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20032,ASTREA,CESAR,63.16,73686,SANTA ISABEL,TOLIMA,56.0,25377,LA CALERA,CUNDINAMARCA,54.55,ASTREA CESAER,,ASTREA CESAER,ASTREA CESAER,PENDIENTE,,,,,,"mejor fuzzy insuficiente (63.16, margen 2.55)",20032,ASTREA,CESAR,63.16,ASTREA,27245,EL CARMEN DE ATRATO,CHOCÓ,61.54,CARMEN ATRATO,05380,LA ESTRELLA,ANTIOQUIA,58.33,LA ESTRELLA
AUDANAS SOGAMOSO,AUDANAS SOGAMOSO,AUDANAS SOGAMOSO,AUDANAS SOGAMOSO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15759,SOGAMOSO,BOYACÁ,66.67,15696,SANTA SOFÍA,BOYACÁ,51.85,27075,BAHÍA SOLANO,CHOCÓ,50.0,AUDANAS SOGAMOSO,,AUDANAS SOGAMOSO,AUDANAS SOGAMOSO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (66.67, margen 8.60)",15759,SOGAMOSO,BOYACÁ,66.67,SOGAMOSO,52001,PASTO,NARIÑO,53.33,SAN JUAN PASTO,68524,PALMAS DEL SOCORRO,SANTANDER,53.33,PALMAS SOCORRO
AUTOMOTORES BOLÍVAR,AUTOMOTORES BOLIVAR,AUTOMOTORES BOLIVAR,AUTOMOTORES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13473,MORALES,BOLÍVAR,59.56,19824,TOTORÓ,CAUCA,58.82,73236,DOLORES,TOLIMA,55.56,AUTOMOTORES BOLIVAR,BOLIVAR,AUTOMOTORES,AUTOMOTORES,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,19824,TOTORÓ,CAUCA,58.82,TOTORO,19473,MORALES,CAUCA,55.56,MORALES,23500,MOÑITOS,CÓRDOBA,55.56,MONITOS
Altos Del Rosario- Bol .,ALTOS DEL ROSARIO BOL,ALTOS DEL ROSARIO BOL,ALTOS DEL ROSARIO BOL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13030,ALTOS DEL ROSARIO,BOLÍVAR,89.47,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,68.42,52256,EL ROSARIO,NARIÑO,64.52,ALTOS DEL ROSARIO BOL,,ALTOS DEL ROSARIO BOL,ALTOS ROSARIO BOL,PENDIENTE,,,,,,"mejor fuzzy insuficiente (86.67, margen 20.00)",13030,ALTOS DEL ROSARIO,BOLÍVAR,88.24,ALTOS DEL ROSARIO,52256,EL ROSARIO,NARIÑO,66.67,EL ROSARIO,27025,ALTO BAUDÓ,CHOCÓ,59.26,ALTO BAUDO
Amborco Palermo Huila,AMBORCO PALERMO HUILA,AMBORCO PALERMO HUILA,AMBORCO PALERMO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,41524,PALERMO,HUILA,67.64,73030,AMBALEMA,TOLIMA,60.87,54099,BOCHALEMA,NORTE DE SANTANDER,58.33,AMBORCO PALERMO HUILA,HUILA,AMBORCO PALERMO,AMBORCO PALERMO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (71.64, margen 9.79)",41524,PALERMO,HUILA,71.64,PALERMO,41132,CAMPOALEGRE,HUILA,61.85,CAMPOALEGRE,73030,AMBALEMA,TOLIMA,60.87,AMBALEMA
Anapoima Cund,ANAPOIMA CUND,ANAPOIMA CUND,ANAPOIMA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25035,ANAPOIMA,CUNDINAMARCA,76.19,25040,ANOLAIMA,CUNDINAMARCA,57.14,76364,JAMUNDÍ,VALLE DEL CAUCA,50.0,ANAPOIMA CUND,,ANAPOIMA CUND,ANAPOIMA CUND,PENDIENTE,,,,,,"mejor fuzzy insuficiente (76.19, margen 19.05)",25035,ANAPOIMA,CUNDINAMARCA,76.19,ANAPOIMA,25040,ANOLAIMA,CUNDINAMARCA,57.14,ANOLAIMA,52224,CUASPUD CARLOSAMA,NARIÑO,53.33,CUASPUD CARLOSAMA
Anapoima Cund.,ANAPOIMA CUND,ANAPOIMA CUND,ANAPOIMA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25035,ANAPOIMA,CUNDINAMARCA,76.19,25040,ANOLAIMA,CUNDINAMARCA,57.14,76364,JAMUNDÍ,VALLE DEL CAUCA,50.0,ANAPOIMA CUND,,ANAPOIMA CUND,ANAPOIMA CUND,PENDIENTE,,,,,,"mejor fuzzy insuficiente (76.19, margen 19.05)",25035,ANAPOIMA,CUNDINAMARCA,76.19,ANAPOIMA,25040,ANOLAIMA,CUNDINAMARCA,57.14,ANOLAIMA,52224,CUASPUD CARLOSAMA,NARIÑO,53.33,CUASPUD CARLOSAMA
BARANOA ATALANTICO,BARANOA ATALANTICO,BARANOA ATALANTICO,BARANOA ATALANTICO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13673,SANTA CATALINA,BOLÍVAR,56.25,8078,BARANOA,ATLÁNTICO,56.0,73675,SAN ANTONIO,TOLIMA,55.17,BARANOA ATALANTICO,,BARANOA ATALANTICO,BARANOA ATALANTICO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (58.06, margen 0.00)",27245,EL CARMEN DE ATRATO,CHOCÓ,58.06,CARMEN ATRATO,27025,ALTO BAUDÓ,CHOCÓ,57.14,ALTO BAUDO,13673,SANTA CATALINA,BOLÍVAR,56.25,SANTA CATALINA
BARBOSA SANTANDEER,BARBOSA SANTANDEER,BARBOSA SANTANDEER,BARBOSA SANTANDEER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54553,PUERTO SANTANDER,NORTE DE SANTANDER,70.59,5079,BARBOSA,ANTIOQUIA,56.0,68077,BARBOSA,SANTANDER,56.0,BARBOSA SANTAN DEER,,BARBOSA SANTAN DEER,BARBOSA SANTAN DEER,PENDIENTE,,,,,,"mejor fuzzy insuficiente (72.22, margen 15.97)",68705,SANTA BÁRBARA,SANTANDER,75.0,SANTA BARBARA,19701,SANTA ROSA,CAUCA,68.97,SANTA ROSA,66682,SANTA ROSA DE CABAL,RISARALDA,68.57,SANTA ROSA CABAL
BARBOSA-SANTANDEER,BARBOSA SANTANDEER,BARBOSA SANTANDEER,BARBOSA SANTANDEER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54553,PUERTO SANTANDER,NORTE DE SANTANDER,70.59,5079,BARBOSA,ANTIOQUIA,56.0,68077,BARBOSA,SANTANDER,56.0,BARBOSA SANTAN DEER,,BARBOSA SANTAN DEER,BARBOSA SANTAN DEER,PENDIENTE,,,,,,"mejor fuzzy insuficiente (72.22, margen 15.97)",68705,SANTA BÁRBARA,SANTANDER,75.0,SANTA BARBARA,19701,SANTA ROSA,CAUCA,68.97,SANTA ROSA,66682,SANTA ROSA DE CABAL,RISARALDA,68.57,SANTA ROSA CABAL
BARRANCAS GUAITRA,BARRANCAS GUAITRA,BARRANCAS GUAITRA,BARRANCAS GUAITRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,44078,BARRANCAS,LA GUAJIRA,69.23,50110,BARRANCA DE UPÍA,META,66.67,94343,BARRANCOMINAS,GUAINÍA,60.0,BARRANCAS GUAITRA,,BARRANCAS GUAITRA,BARRANCAS GUAITRA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (80.00, margen 10.77)",50110,BARRANCA DE UPÍA,META,80.0,BARRANCA UPIA,44078,BARRANCAS,LA GUAJIRA,69.23,BARRANCAS,68081,BARRANCABERMEJA,SANTANDER,62.5,BARRANCABERMEJA
BARRANQUILLA - LOCALIDAD SUROCCIDENTE,BARRANQUILLA LOCALIDAD SUROCCIDENTE,BARRANQUILLA LOCALIDAD SUROCCIDENTE,BARRANQUILLA LOCALIDAD SUROCCIDENTE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8001,BARRANQUILLA,ATLÁNTICO,51.06,27150,CARMEN DEL DARIÉN,CHOCÓ,42.31,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,41.94,BARRANQUILLA LOCALIDAD SUROCCIDENTE,,BARRANQUILLA LOCALIDAD SUROCCIDENTE,BARRANQUILLA LOCALIDAD SUROCCIDENTE,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,08001,BARRANQUILLA,ATLÁNTICO,51.06,BARRANQUILLA,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,47.27,CARTAGENA DEL CHAIRA,50110,BARRANCA DE UPÍA,META,47.06,BARRANCA DE UPIA
BARRANQUILLA QUILLA,BARRANQUILLA QUILLA,BARRANQUILLA QUILLA,BARRANQUILLA QUILLA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8001,BARRANQUILLA,ATLÁNTICO,77.42,50110,BARRANCA DE UPÍA,META,62.86,15047,AQUITANIA,BOYACÁ,50.0,BARRANQUILLA QUILLA,,BARRANQUILLA QUILLA,BARRANQUILLA QUILLA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (77.42, margen 8.67)",08001,BARRANQUILLA,ATLÁNTICO,77.42,BARRANQUILLA,50110,BARRANCA DE UPÍA,META,68.75,BARRANCA UPIA,81065,ARAUQUITA,ARAUCA,57.14,ARAUQUITA
"BECERRIL ,CESA",BECERRIL CESA,BECERRIL CESA,BECERRIL CESA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20045,BECERRIL,CESAR,76.19,15215,CORRALES,BOYACÁ,57.14,54109,BUCARASICA,NORTE DE SANTANDER,52.17,BECERRIL CESA,,BECERRIL CESA,BECERRIL CESA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (76.19, margen 19.05)",20045,BECERRIL,CESAR,76.19,BECERRIL,76248,EL CERRITO,VALLE DEL CAUCA,60.87,EL CERRITO,15215,CORRALES,BOYACÁ,57.14,CORRALES
BELEN DE BAJIRA CHOCO,BELEN DE BAJIRA CHOCO,BELEN DE BAJIRA CHOCO,BELEN DE BAJIRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,87.33,66088,BELÉN DE UMBRÍA,RISARALDA,73.33,27245,EL CARMEN DE ATRATO,CHOCÓ,68.71,BELEN DE BAJIRA CHOCO,CHOCO,BELEN DE BAJIRA,BELEN BAJIRA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (88.00, margen 13.00)",27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,88.0,NUEVO BELEN BAJIRA,27075,BAHÍA SOLANO,CHOCÓ,66.33,BAHIA SOLANO,05250,EL BAGRE,ANTIOQUIA,60.0,EL BAGRE
BELEN DE BAJIRÁ,BELEN DE BAJIRA,BELEN DE BAJIRA,BELEN DE BAJIRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,83.33,66088,BELÉN DE UMBRÍA,RISARALDA,73.33,27245,EL CARMEN DE ATRATO,CHOCÓ,64.71,BELEN DE BAJIRA,,BELEN DE BAJIRA,BELEN BAJIRA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (80.00, margen 5.00)",27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,80.0,NUEVO BELEN BAJIRA,05250,EL BAGRE,ANTIOQUIA,60.0,EL BAGRE,25053,ARBELÁEZ,CUNDINAMARCA,60.0,ARBELAEZ
BELEN RISARALDA,BELEN RISARALDA,BELEN RISARALDA,BELEN,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,15087,BELÉN,BOYACÁ,100.0,52083,BELÉN,NARIÑO,100.0,25086,BELTRÁN,CUNDINAMARCA,66.67,BELEN RISARALDA,RISARALDA,BELEN,BELEN,PENDIENTE,,,,,,nombre exacto pero ambiguo entre varios municipios,52083,BELÉN,NARIÑO,100.0,BELEN,66088,BELÉN DE UMBRÍA,RISARALDA,66.82,BELEN UMBRIA,25086,BELTRÁN,CUNDINAMARCA,66.67,BELTRAN
BELLO ANT,BELLO ANT,BELLO ANT,BELLO ANT,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5088,BELLO,ANTIOQUIA,71.43,68418,LOS SANTOS,SANTANDER,63.16,25086,BELTRÁN,CUNDINAMARCA,62.5,BELLO ANT,,BELLO ANT,BELLO ANT,PENDIENTE,,,,,,"mejor fuzzy insuficiente (71.43, margen 8.27)",05467,MONTEBELLO,ANTIOQUIA,73.68,MONTEBELLO,05088,BELLO,ANTIOQUIA,71.43,BELLO,41799,TELLO,HUILA,71.43,TELLO
BELLO ATIOQUIA,BELLO ATIOQUIA,BELLO ATIOQUIA,BELLO ATIOQUIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76243,EL ÁGUILA,VALLE DEL CAUCA,60.87,54405,LOS PATIOS,NORTE DE SANTANDER,58.33,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,57.14,BELLO ATIOQUIA,,BELLO ATIOQUIA,BELLO ATIOQUIA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (62.50, margen 1.63)",05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,62.5,SANTA FE ANTIOQUIA,76243,EL ÁGUILA,VALLE DEL CAUCA,60.87,EL AGUILA,50251,EL CASTILLO,META,56.0,EL CASTILLO
BELLO MEDELLIN,BELLO MEDELLIN,BELLO MEDELLIN,BELLO MEDELLIN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5001,MEDELLÍN,ANTIOQUIA,72.73,44110,EL MOLINO,LA GUAJIRA,60.87,47268,EL RETÉN,MAGDALENA,54.55,BELLO MEDELLIN,,BELLO MEDELLIN,BELLO MEDELLIN,PENDIENTE,,,,,,"mejor fuzzy insuficiente (72.73, margen 11.86)",05001,MEDELLÍN,ANTIOQUIA,72.73,MEDELLIN,20570,PUEBLO BELLO,CESAR,61.54,PUEBLO BELLO,44110,EL MOLINO,LA GUAJIRA,60.87,EL MOLINO
BOGOTA El Castillo ( Meta ),BOGOTA EL CASTILLO META,BOGOTA EL CASTILLO META,BOGOTA EL CASTILLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50251,EL CASTILLO,META,79.86,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",64.29,76246,EL CAIRO,VALLE DEL CAUCA,53.85,BOGOTA EL CASTILLO META,META,BOGOTA EL CASTILLO,BOGOTA CASTILLO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (77.57, margen 13.57)",50251,EL CASTILLO,META,77.57,CASTILLO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",64.0,BOGOTA D C,50150,CASTILLA LA NUEVA,META,56.28,CASTILLA NUEVA
BOGOTÁ D.C.-CUNDINAMARCA,BOGOTA DC CUNDINAMARCA,BOGOTA DC CUNDINAMARCA,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,25214,COTA,CUNDINAMARCA,64.0,BOGOTA D C CUNDINAMARCA,CUNDINAMARCA,BOGOTA D C,BOGOTA,PENDIENTE,,,,,,alias manual contradice departamento detectado (CUNDINAMARCA),11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,25214,COTA,CUNDINAMARCA,68.0,COTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA
BOLIVAR CAUCA,BOLIVAR CAUCA,BOLIVAR CAUCA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19100,BOLÍVAR,CAUCA,74.0,68101,BOLÍVAR,SANTANDER,70.0,76100,BOLÍVAR,VALLE DEL CAUCA,70.0,BOLIVAR CAUCA,BOLIVAR,CAUCA,CAUCA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05154,CAUCASIA,ANTIOQUIA,76.92,CAUCASIA,25126,CAJICÁ,CUNDINAMARCA,72.73,CAJICA,54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,72.73,CUCUTA
"BOLIVAR, CAUCA",BOLIVAR CAUCA,BOLIVAR CAUCA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19100,BOLÍVAR,CAUCA,74.0,68101,BOLÍVAR,SANTANDER,70.0,76100,BOLÍVAR,VALLE DEL CAUCA,70.0,BOLIVAR CAUCA,BOLIVAR,CAUCA,CAUCA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05154,CAUCASIA,ANTIOQUIA,76.92,CAUCASIA,25126,CAJICÁ,CUNDINAMARCA,72.73,CAJICA,54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,72.73,CUCUTA
BOLÍVAR - CAUCA,BOLIVAR CAUCA,BOLIVAR CAUCA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19100,BOLÍVAR,CAUCA,74.0,68101,BOLÍVAR,SANTANDER,70.0,76100,BOLÍVAR,VALLE DEL CAUCA,70.0,BOLIVAR CAUCA,BOLIVAR,CAUCA,CAUCA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05154,CAUCASIA,ANTIOQUIA,76.92,CAUCASIA,25126,CAJICÁ,CUNDINAMARCA,72.73,CAJICA,54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,72.73,CUCUTA
BUCARAMANGA SDER,BUCARAMANGA SDER,BUCARAMANGA SDER,BUCARAMANGA SDER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68001,BUCARAMANGA,SANTANDER,81.48,5145,CARAMANTA,ANTIOQUIA,64.0,76113,BUGALAGRANDE,VALLE DEL CAUCA,57.14,BUCARAMANGA SDER,,BUCARAMANGA SDER,BUCARAMANGA SDER,PENDIENTE,,,,,,"mejor fuzzy insuficiente (81.48, margen 17.48)",68001,BUCARAMANGA,SANTANDER,81.48,BUCARAMANGA,05145,CARAMANTA,ANTIOQUIA,64.0,CARAMANTA,76113,BUGALAGRANDE,VALLE DEL CAUCA,62.07,BUGALAGRAN DE
"BUENAVISTA , MAGDALENA",BUENAVISTA MAGDALENA,BUENAVISTA MAGDALENA,BUENAVISTA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,15109,BUENAVISTA,BOYACÁ,100.0,23079,BUENAVISTA,CÓRDOBA,100.0,63111,BUENAVISTA,QUINDÍO,100.0,BUENAVISTA MAGDALENA,MAGDALENA,BUENAVISTA,BUENAVISTA,PENDIENTE,,,,,,nombre exacto pero ambiguo entre varios municipios,70110,BUENAVISTA,SUCRE,100.0,BUENAVISTA,76109,BUENAVENTURA,VALLE DEL CAUCA,72.73,BUENAVENTURA,15097,BOAVITA,BOYACÁ,70.59,BOAVITA
BUENAVISTA MAGDALENA,BUENAVISTA MAGDALENA,BUENAVISTA MAGDALENA,BUENAVISTA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,15109,BUENAVISTA,BOYACÁ,100.0,23079,BUENAVISTA,CÓRDOBA,100.0,63111,BUENAVISTA,QUINDÍO,100.0,BUENAVISTA MAGDALENA,MAGDALENA,BUENAVISTA,BUENAVISTA,PENDIENTE,,,,,,nombre exacto pero ambiguo entre varios municipios,70110,BUENAVISTA,SUCRE,100.0,BUENAVISTA,76109,BUENAVENTURA,VALLE DEL CAUCA,72.73,BUENAVENTURA,15097,BOAVITA,BOYACÁ,70.59,BOAVITA
"BUGALAGRANDE, VALLE DEL CAMPO",BUGALAGRANDE VALLE DEL CAMPO,BUGALAGRANDE VALLE DEL CAMPO,BUGALAGRANDE VALLE DEL CAMPO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76113,BUGALAGRANDE,VALLE DEL CAUCA,60.0,8520,PALMAR DE VARELA,ATLÁNTICO,54.55,86865,VALLE DEL GUAMUEZ,PUTUMAYO,53.33,BUGALAGRAN DE VALLE DEL CAMPO,VALLE DEL CAUCA,BUGALAGRAN DE DEL CAMPO,BUGALAGRAN CAMPO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (84.92, margen 28.92)",76113,BUGALAGRANDE,VALLE DEL CAUCA,84.92,BUGALAGRAN,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,58.0,GUADALAJARA BUGA,44078,BARRANCAS,LA GUAJIRA,56.0,BARRANCAS
Bajo Baudó  Pizarro,BAJO BAUDO PIZARRO,BAJO BAUDO PIZARRO,BAJO BAUDO PIZARRO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27077,BAJO BAUDÓ,CHOCÓ,71.43,27025,ALTO BAUDÓ,CHOCÓ,57.14,52520,FRANCISCO PIZARRO,NARIÑO,57.14,BAJO BAUDO PIZARRO,,BAJO BAUDO PIZARRO,BAJO BAUDO PIZARRO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (71.43, margen 14.29)",27077,BAJO BAUDÓ,CHOCÓ,71.43,BAJO BAUDO,27025,ALTO BAUDÓ,CHOCÓ,57.14,ALTO BAUDO,52520,FRANCISCO PIZARRO,NARIÑO,57.14,FRANCISCO PIZARRO
Bajo Baudó ( Pizarro ),BAJO BAUDO PIZARRO,BAJO BAUDO PIZARRO,BAJO BAUDO PIZARRO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27077,BAJO BAUDÓ,CHOCÓ,71.43,27025,ALTO BAUDÓ,CHOCÓ,57.14,52520,FRANCISCO PIZARRO,NARIÑO,57.14,BAJO BAUDO PIZARRO,,BAJO BAUDO PIZARRO,BAJO BAUDO PIZARRO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (71.43, margen 14.29)",27077,BAJO BAUDÓ,CHOCÓ,71.43,BAJO BAUDO,27025,ALTO BAUDÓ,CHOCÓ,57.14,ALTO BAUDO,52520,FRANCISCO PIZARRO,NARIÑO,57.14,FRANCISCO PIZARRO
"Barbosa , Sder",BARBOSA SDER,BARBOSA SDER,BARBOSA SDER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5079,BARBOSA,ANTIOQUIA,73.68,68077,BARBOSA,SANTANDER,73.68,13688,SANTA ROSA DEL SUR,BOLÍVAR,60.0,BARBOSA SDER,,BARBOSA SDER,BARBOSA SDER,PENDIENTE,,,,,,"mejor fuzzy insuficiente (73.68, margen 7.02)",68077,BARBOSA,SANTANDER,73.68,BARBOSA,52079,BARBACOAS,NARIÑO,66.67,BARBACOAS,19622,ROSAS,CAUCA,58.82,ROSAS
"Barrancabermeja , catorce",BARRANCABERMEJA CATORCE,BARRANCABERMEJA CATORCE,BARRANCABERMEJA CATORCE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68081,BARRANCABERMEJA,SANTANDER,78.95,50110,BARRANCA DE UPÍA,META,51.28,44078,BARRANCAS,LA GUAJIRA,50.0,BARRANCABERMEJA CATORCE,,BARRANCABERMEJA CATORCE,BARRANCABERMEJA CATORCE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (78.95, margen 22.54)",68081,BARRANCABERMEJA,SANTANDER,78.95,BARRANCABERMEJA,50110,BARRANCA DE UPÍA,META,56.41,BARRANCA DE UPIA,13074,BARRANCO DE LOBA,BOLÍVAR,51.28,BARRANCO DE LOBA
Barranco Magangue,BARRANCO MAGANGUE,BARRANCO MAGANGUE,BARRANCO MAGANGUE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,94343,BARRANCOMINAS,GUAINÍA,66.67,13430,MAGANGUÉ,BOLÍVAR,64.0,44078,BARRANCAS,LA GUAJIRA,61.54,BARRANCO MAGANGUE,,BARRANCO MAGANGUE,BARRANCO MAGANGUE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (66.67, margen 0.00)",13074,BARRANCO DE LOBA,BOLÍVAR,66.67,BARRANCO LOBA,94343,BARRANCOMINAS,GUAINÍA,66.67,BARRANCOMINAS,13430,MAGANGUÉ,BOLÍVAR,64.0,MAGANGUE
"Barranquilla , Señores :",BARRANQUILLA SENORES,BARRANQUILLA SENORES,BARRANQUILLA SENORES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8001,BARRANQUILLA,ATLÁNTICO,75.0,68081,BARRANCABERMEJA,SANTANDER,57.14,68655,SABANA DE TORRES,SANTANDER,55.56,BARRANQUILLA SENORES,,BARRANQUILLA SENORES,BARRANQUILLA SENORES,PENDIENTE,,,,,,"mejor fuzzy insuficiente (75.00, margen 17.86)",08001,BARRANQUILLA,ATLÁNTICO,75.0,BARRANQUILLA,68081,BARRANCABERMEJA,SANTANDER,57.14,BARRANCABERMEJA,44078,BARRANCAS,LA GUAJIRA,55.17,BARRANCAS
