valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
Aguacal Casanare,AGUACAL CASANARE,AGUACAL CASANARE,AGUACAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68318,GUACA,SANTANDER,83.33,68013,AGUADA,SANTANDER,76.92,47318,GUAMAL,MAGDALENA,76.92,AGUACAL CASANARE,CASANARE,AGUACAL,AGUACAL,AUTOAPROBADO,85010,AGUAZUL,CASANARE,alias_manual_exacto,99.0,alias manual exacto: AGUACAL,85010,AGUAZUL,CASANARE,100.0,AGUACAL,68318,GUACA,SANTANDER,83.33,GUACA,25322,GUASCA,CUNDINAMARCA,76.92,GUASCA
Aguam Casanare,AGUAM CASANARE,AGUAM CASANARE,AGUAM,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76233,DAGUA,VALLE DEL CAUCA,80.0,73319,GUAMO,TOLIMA,80.0,68013,AGUADA,SANTANDER,72.73,AGUAM CASANARE,CASANARE,AGUAM,AGUAM,AUTOAPROBADO,85010,AGUAZUL,CASANARE,alias_manual_exacto,99.0,alias manual exacto: AGUAM,85010,AGUAZUL,CASANARE,100.0,AGUAM,73319,GUAMO,TOLIMA,80.0,GUAMO,76233,DAGUA,VALLE DEL CAUCA,80.0,DAGUA
BGOTÁ,BGOTA,BGOTA,BGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15097,BOAVITA,BOYACÁ,66.67,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",66.67,25214,COTA,CUNDINAMARCA,66.67,BGOTA,,BGOTA,BGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BGOTA,15097,BOAVITA,BOYACÁ,66.67,BOAVITA,15822,TOTA,BOYACÁ,66.67,TOTA
BOGOTA,BOGOTA,BOGOTA,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA,,BOGOTA,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
BOGOTA  D.C,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTA D C,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTA.D.C,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTAD.C,BOGOTAD C,BOGOTAD C,BOGOTAD C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",94.74,27073,BAGADÓ,CHOCÓ,53.33,25099,BOJACÁ,CUNDINAMARCA,53.33,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTA|,BOGOTA,BOGOTA,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA,,BOGOTA,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
BOGOT´Á,BOGOT A,BOGOT A,BOGOT A,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",70.59,15755,SOCOTÁ,BOYACÁ,61.54,15097,BOAVITA,BOYACÁ,57.14,BOGOT A,,BOGOT A,BOGOT A,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOT A,54003,ÁBREGO,NORTE DE SANTANDER,61.54,ABREGO,68464,MOGOTES,SANTANDER,57.14,MOGOTES
BOGOTÁ,BOGOTA,BOGOTA,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA,,BOGOTA,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
"BOGOTÁ  , D. C.",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"BOGOTÁ , D.C.",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTÁ . D.C.,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTÁ D. C,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"BOGOTÁ D. C. ,",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTÁ D.C,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTÁ D.C - LOCALIDAD SUBA,BOGOTA DC LOCALIDAD SUBA,BOGOTA DC LOCALIDAD SUBA,BOGOTA LOCALIDAD SUBA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",58.06,19760,SOTARÁ PAISPAMBA,CAUCA,48.65,99624,SANTA ROSALÍA,VICHADA,47.06,BOGOTA D C LOCALIDAD SUBA,BOGOTA D C,LOCALIDAD SUBA,LOCALIDAD SUBA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,15131,CALDAS,BOYACÁ,60.0,CALDAS,99624,SANTA ROSALÍA,VICHADA,59.26,SANTA ROSALIA,52381,LA FLORIDA,NARIÑO,58.33,LA FLORIDA
BOGOTÁ D.C..,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
BOGOTÁ DC,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA DC,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",95.5,BOGOTAD,15104,BOYACÁ,BOYACÁ,53.33,BOYACA,15755,SOCOTÁ,BOYACÁ,53.33,SOCOTA
BOLIVAR VALLE,BOLIVAR VALLE,BOLIVAR VALLE,VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76863,VERSALLES,VALLE DEL CAUCA,71.43,20001,VALLEDUPAR,CESAR,66.67,25875,VILLETA,CUNDINAMARCA,66.67,BOLIVAR VALLE,VALLE DEL CAUCA,BOLIVAR,BOLIVAR,AUTOAPROBADO,76100,BOLÍVAR,VALLE DEL CAUCA,core_oficial_exacto_depto,100.0,coincidencia exacta resuelta por departamento,76100,BOLÍVAR,VALLE DEL CAUCA,100.0,BOLIVAR,05101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,CIUDAD BOLIVAR,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,CARMEN BOLIVAR
BOLIVAR VALLE DEL CAUCA,BOLIVAR VALLE DEL CAUCA,BOLIVAR VALLE DEL CAUCA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73854,VALLE DE SAN JUAN,TOLIMA,60.0,86865,VALLE DEL GUAMUEZ,PUTUMAYO,60.0,18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,57.78,BOLIVAR VALLE DEL CAUCA,VALLE DEL CAUCA,BOLIVAR,BOLIVAR,AUTOAPROBADO,76100,BOLÍVAR,VALLE DEL CAUCA,core_oficial_exacto_depto,100.0,coincidencia exacta resuelta por departamento,76100,BOLÍVAR,VALLE DEL CAUCA,100.0,BOLIVAR,05101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,CIUDAD BOLIVAR,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,CARMEN BOLIVAR
BOLIVAR-VALLE DEL CAUCA,BOLIVAR VALLE DEL CAUCA,BOLIVAR VALLE DEL CAUCA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73854,VALLE DE SAN JUAN,TOLIMA,60.0,86865,VALLE DEL GUAMUEZ,PUTUMAYO,60.0,18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,57.78,BOLIVAR VALLE DEL CAUCA,VALLE DEL CAUCA,BOLIVAR,BOLIVAR,AUTOAPROBADO,76100,BOLÍVAR,VALLE DEL CAUCA,core_oficial_exacto_depto,100.0,coincidencia exacta resuelta por departamento,76100,BOLÍVAR,VALLE DEL CAUCA,100.0,BOLIVAR,05101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,CIUDAD BOLIVAR,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,CARMEN BOLIVAR
BUENA VENTURA,BUENA VENTURA,BUENA VENTURA,BUENA VENTURA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,96.0,15109,BUENAVISTA,BOYACÁ,69.57,23079,BUENAVISTA,CÓRDOBA,69.57,BUENA VENTURA,,BUENA VENTURA,BUENA VENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,fuzzy_corto_fuerte,96.0,fuzzy fuerte con alias 'BUENAVENTURA' y margen 26.43,76109,BUENAVENTURA,VALLE DEL CAUCA,96.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,69.57,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,57.14,BELEN DE UMBRIA
BUGA,BUGA,BUGA,BUGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27073,BAGADÓ,CHOCÓ,60.0,27800,UNGUÍA,CHOCÓ,60.0,5093,BETULIA,ANTIOQUIA,54.55,BUGA,,BUGA,BUGA,AUTOAPROBADO,76113,BUGALAGRANDE,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: BUGA,76113,BUGALAGRANDE,VALLE DEL CAUCA,100.0,BUGA,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",66.67,BGOTA,27073,BAGADÓ,CHOCÓ,60.0,BAGADO
BUGA VALLE,BUGA VALLE,BUGA VALLE,BUGA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76113,BUGALAGRANDE,VALLE DEL CAUCA,54.55,54313,GRAMALOTE,NORTE DE SANTANDER,52.63,5315,GUADALUPE,ANTIOQUIA,52.63,BUGA VALLE,VALLE DEL CAUCA,BUGA,BUGA,AUTOAPROBADO,76113,BUGALAGRANDE,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: BUGA,76113,BUGALAGRANDE,VALLE DEL CAUCA,100.0,BUGA,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",66.67,BGOTA,27073,BAGADÓ,CHOCÓ,60.0,BAGADO
BUGA- VALLE DEL CAUCA,BUGA VALLE DEL CAUCA,BUGA VALLE DEL CAUCA,BUGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27073,BAGADÓ,CHOCÓ,60.0,27800,UNGUÍA,CHOCÓ,60.0,5093,BETULIA,ANTIOQUIA,54.55,BUGA VALLE DEL CAUCA,VALLE DEL CAUCA,BUGA,BUGA,AUTOAPROBADO,76113,BUGALAGRANDE,VALLE DEL CAUCA,alias_manual_exacto,99.0,alias manual exacto: BUGA,76113,BUGALAGRANDE,VALLE DEL CAUCA,100.0,BUGA,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",66.67,BGOTA,27073,BAGADÓ,CHOCÓ,60.0,BAGADO
Bogotá,BOGOTA,BOGOTA,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA,,BOGOTA,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
Bogotá  D.C.,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"Bogotá ,",BOGOTA,BOGOTA,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA,,BOGOTA,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
"Bogotá , D. C",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"Bogotá , D. C.",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"Bogotá , D. C. ,",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"Bogotá , D.C",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"Bogotá , D.C.",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
"Bogotá , D.C. ,",BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
Bogotá .,BOGOTA,BOGOTA,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA,,BOGOTA,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
Bogotá D. C.,BOGOTA DC,BOGOTA DC,BOGOTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",75.0,15755,SOCOTÁ,BOYACÁ,66.67,15097,BOAVITA,BOYACÁ,61.54,BOGOTA D C,BOGOTA D C,,,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA D C,05101,CIUDAD BOLÍVAR,ANTIOQUIA,50.0,CIUDAD BOLIVAR,15104,BOYACÁ,BOYACÁ,50.0,BOYACA
