valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
BELEN,BELEN,BELEN,BELEN,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,15087,BELÉN,BOYACÁ,100.0,52083,BELÉN,NARIÑO,100.0,25086,BELTRÁN,CUNDINAMARCA,66.67,BELEN,,BELEN,BELEN,AUTOAPROBADO,52083,BELÉN,NARIÑO,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'BELEN' y margen 33.33,52083,BELÉN,NARIÑO,100.0,BELEN,25086,BELTRÁN,CUNDINAMARCA,66.67,BELTRAN,68377,LA BELLEZA,SANTANDER,66.67,BELLEZA
BELLEZA - SANTANDER,BELLEZA SANTANDER,BELLEZA SANTANDER,BELLEZA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68377,LA BELLEZA,SANTANDER,86.35,68861,VÉLEZ,SANTANDER,70.67,17088,BELALCÁZAR,CALDAS,70.59,BELLEZA SANTAN DER,SANTAN DER,BELLEZA,BELLEZA,AUTOAPROBADO,68377,LA BELLEZA,SANTANDER,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,68377,LA BELLEZA,SANTANDER,100.0,BELLEZA,68861,VÉLEZ,SANTANDER,74.67,VELEZ,17088,BELALCÁZAR,CALDAS,70.59,BELALCAZAR
BELLEZA SANTANDER,BELLEZA SANTANDER,BELLEZA SANTANDER,BELLEZA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68377,LA BELLEZA,SANTANDER,86.35,68861,VÉLEZ,SANTANDER,70.67,17088,BELALCÁZAR,CALDAS,70.59,BELLEZA SANTAN DER,SANTAN DER,BELLEZA,BELLEZA,AUTOAPROBADO,68377,LA BELLEZA,SANTANDER,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,68377,LA BELLEZA,SANTANDER,100.0,BELLEZA,68861,VÉLEZ,SANTANDER,74.67,VELEZ,17088,BELALCÁZAR,CALDAS,70.59,BELALCAZAR
BETULIA,BETULIA,BETULIA,BETULIA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,5093,BETULIA,ANTIOQUIA,100.0,68092,BETULIA,SANTANDER,100.0,5086,BELMIRA,ANTIOQUIA,71.43,BETULIA,,BETULIA,BETULIA,AUTOAPROBADO,68092,BETULIA,SANTANDER,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'BETULIA' y margen 28.57,68092,BETULIA,SANTANDER,100.0,BETULIA,05086,BELMIRA,ANTIOQUIA,71.43,BELMIRA,05091,BETANIA,ANTIOQUIA,71.43,BETANIA
BOGOTA D.C  890847,BOGOTA DC 890847,BOGOTA DC 890847,BOGOTA 890847,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",60.87,15755,SOCOTÁ,BOYACÁ,42.11,15097,BOAVITA,BOYACÁ,40.0,BOGOTA D C 890847,BOGOTA D C,890847,890847,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,05001,MEDELLÍN,ANTIOQUIA,0.0,MEDELLIN,05002,ABEJORRAL,ANTIOQUIA,0.0,ABEJORRAL,05004,ABRIAQUÍ,ANTIOQUIA,0.0,ABRIAQUI
BOGOTA Q,BOGOTA Q,BOGOTA Q,BOGOTA Q,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",77.78,15755,SOCOTÁ,BOYACÁ,57.14,15097,BOAVITA,BOYACÁ,53.33,BOGOTA Q,,BOGOTA Q,BOGOTA Q,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",85.71,BOGOTA,15755,SOCOTÁ,BOYACÁ,57.14,SOCOTA,15097,BOAVITA,BOYACÁ,53.33,BOAVITA
BOGOTA SISSCO - 2024 - CS - 005571,BOGOTA SISSCO 2024 CS 005571,BOGOTA SISSCO 2024 CS 005571,BOGOTA SISSCO 2024 CS 005571,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",47.37,20443,MANAURE BALCÓN DEL CESAR,CESAR,30.77,66572,PUEBLO RICO,RISARALDA,30.77,BOGOTA SISSCO 2024 CS 005571,,BOGOTA SISSCO 2024 CS 005571,BOGOTA SISSCO 2024 CS 005571,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",47.37,BOGOTA D C,15667,SAN LUIS DE GACENO,BOYACÁ,34.78,SAN LUIS DE GACENO,15693,SANTA ROSA DE VITERBO,BOYACÁ,32.65,SANTA ROSA DE VITERBO
BOGOTÁ 11-2-2023-064189,BOGOTA 11 2 2023 064189,BOGOTA 11 2 2023 064189,BOGOTA 11 2 2023 064189,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",48.48,15755,SOCOTÁ,BOYACÁ,27.59,15097,BOAVITA,BOYACÁ,26.67,BOGOTA 11 2 2023 064189,,BOGOTA 11 2 2023 064189,BOGOTA 11 2 2023 064189,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",41.38,BOGOTA,52258,EL TABLÓN DE GÓMEZ,NARIÑO,29.27,EL TABLON DE GOMEZ,25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,28.0,VILLA DE SAN DIEGO DE UBATE
BOGOTÁ D,BOGOTA D,BOGOTA D,BOGOTA D,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",88.89,15755,SOCOTÁ,BOYACÁ,57.14,15097,BOAVITA,BOYACÁ,53.33,BOGOTA D,,BOGOTA D,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
BOGOTÁ D.,BOGOTA D,BOGOTA D,BOGOTA D,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",88.89,15755,SOCOTÁ,BOYACÁ,57.14,15097,BOAVITA,BOYACÁ,53.33,BOGOTA D,,BOGOTA D,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
BOGOTÁ D.C40,BOGOTA D C40,BOGOTA D C40,BOGOTA D C40,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",90.91,25099,BOJACÁ,CUNDINAMARCA,44.44,15104,BOYACÁ,BOYACÁ,44.44,BOGOTA D C40,,BOGOTA D C40,BOGOTA C40,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",80.0,BOGOTA D C,15104,BOYACÁ,BOYACÁ,50.0,BOYACA,15755,SOCOTÁ,BOYACÁ,50.0,SOCOTA
BOGOTÁ DC 76408,BOGOTA DC 76408,BOGOTA DC 76408,BOGOTA 76408,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",63.64,15755,SOCOTÁ,BOYACÁ,44.44,15097,BOAVITA,BOYACÁ,42.11,BOGOTA DC 76408,BOGOTA D C,76408,76408,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,05001,MEDELLÍN,ANTIOQUIA,0.0,MEDELLIN,05002,ABEJORRAL,ANTIOQUIA,0.0,ABEJORRAL,05004,ABRIAQUÍ,ANTIOQUIA,0.0,ABRIAQUI
BOLIVAR - ANTIOQUIA,BOLIVAR ANTIOQUIA,BOLIVAR ANTIOQUIA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8001,BARRANQUILLA,ATLÁNTICO,62.07,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,61.89,8078,BARANOA,ATLÁNTICO,58.33,BOLIVAR ANTIOQUIA,ANTIOQUIA,BOLIVAR,BOLIVAR,AUTOAPROBADO,05101,CIUDAD BOLÍVAR,ANTIOQUIA,core_oficial_exacto_depto,100.0,coincidencia exacta resuelta por departamento,76100,BOLÍVAR,VALLE DEL CAUCA,100.0,BOLIVAR,05101,CIUDAD BOLÍVAR,ANTIOQUIA,74.67,CIUDAD BOLIVAR,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,CARMEN BOLIVAR
BOLIVAR- ANTIOQUIA,BOLIVAR ANTIOQUIA,BOLIVAR ANTIOQUIA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8001,BARRANQUILLA,ATLÁNTICO,62.07,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,61.89,8078,BARANOA,ATLÁNTICO,58.33,BOLIVAR ANTIOQUIA,ANTIOQUIA,BOLIVAR,BOLIVAR,AUTOAPROBADO,05101,CIUDAD BOLÍVAR,ANTIOQUIA,core_oficial_exacto_depto,100.0,coincidencia exacta resuelta por departamento,76100,BOLÍVAR,VALLE DEL CAUCA,100.0,BOLIVAR,05101,CIUDAD BOLÍVAR,ANTIOQUIA,74.67,CIUDAD BOLIVAR,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,CARMEN BOLIVAR
BUCARAMANGA No.,BUCARAMANGA NO,BUCARAMANGA NO,BUCARAMANGA NO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68001,BUCARAMANGA,SANTANDER,88.0,5145,CARAMANTA,ANTIOQUIA,69.57,54109,BUCARASICA,NORTE DE SANTANDER,58.33,BUCARAMANGA NO,,BUCARAMANGA NO,BUCARAMANGA,AUTOAPROBADO,68001,BUCARAMANGA,SANTANDER,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,68001,BUCARAMANGA,SANTANDER,100.0,BUCARAMANGA,05145,CARAMANTA,ANTIOQUIA,80.0,CARAMANTA,08078,BARANOA,ATLÁNTICO,66.67,BARANOA
BUENAVENTU RA VALLE,BUENAVENTU RA VALLE,BUENAVENTU RA VALLE,BUENAVENTU RA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,77.42,15109,BUENAVISTA,BOYACÁ,55.17,23079,BUENAVISTA,CÓRDOBA,55.17,BUENAVENTU RA VALLE,VALLE DEL CAUCA,BUENAVENTU RA,BUENAVENTU RA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'BUENAVENTURA' y margen 34.43,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,69.57,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,56.0,BELEN UMBRIA
BUENAVENTURA  VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
BUENAVENTURA - VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
BUENAVENTURA D E VALLE DEL CAUCA,BUENAVENTURA D E VALLE DEL CAUCA,BUENAVENTURA D E VALLE DEL CAUCA,BUENAVENTURA D E,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,89.71,15109,BUENAVISTA,BOYACÁ,61.54,23079,BUENAVISTA,CÓRDOBA,61.54,BUENAVENTURA D E VALLE DEL CAUCA,VALLE DEL CAUCA,BUENAVENTURA D E,BUENAVENTURA E,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'BUENAVENTURA' y margen 33.64,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,66.67,BUENAVISTA,76113,BUGALAGRANDE,VALLE DEL CAUCA,59.85,BUGALAGRAN DE
BUENAVENTURA DEL VALLE DEL CAUCA,BUENAVENTURA DEL VALLE DEL CAUCA,BUENAVENTURA DEL VALLE DEL CAUCA,BUENAVENTURA DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,89.71,15109,BUENAVISTA,BOYACÁ,61.54,23079,BUENAVISTA,CÓRDOBA,61.54,BUENAVENTURA DEL VALLE DEL CAUCA,VALLE DEL CAUCA,BUENAVENTURA DEL,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
BUENAVENTURA-VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
BUENAVISTA,BUENAVISTA,BUENAVISTA,BUENAVISTA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,15109,BUENAVISTA,BOYACÁ,100.0,23079,BUENAVISTA,CÓRDOBA,100.0,63111,BUENAVISTA,QUINDÍO,100.0,BUENAVISTA,,BUENAVISTA,BUENAVISTA,AUTOAPROBADO,70110,BUENAVISTA,SUCRE,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'BUENAVISTA' y margen 27.27,70110,BUENAVISTA,SUCRE,100.0,BUENAVISTA,76109,BUENAVENTURA,VALLE DEL CAUCA,72.73,BUENAVENTURA,15097,BOAVITA,BOYACÁ,70.59,BOAVITA
BUGALAGRANDE VALLE,BUGALAGRANDE VALLE,BUGALAGRANDE VALLE,BUGALAGRANDE VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76113,BUGALAGRANDE,VALLE DEL CAUCA,80.0,8634,SABANAGRANDE,ATLÁNTICO,60.0,8520,PALMAR DE VARELA,ATLÁNTICO,58.82,BUGALAGRAN DE VALLE,VALLE DEL CAUCA,BUGALAGRAN DE,BUGALAGRAN,AUTOAPROBADO,76113,BUGALAGRANDE,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76113,BUGALAGRANDE,VALLE DEL CAUCA,100.0,BUGALAGRAN,08634,SABANAGRANDE,ATLÁNTICO,70.0,SABANAGRAN,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,69.54,GUADALAJARA BUGA
Barbosa,BARBOSA,BARBOSA,BARBOSA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,5079,BARBOSA,ANTIOQUIA,100.0,68077,BARBOSA,SANTANDER,100.0,19075,BALBOA,CAUCA,76.92,BARBOSA,,BARBOSA,BARBOSA,AUTOAPROBADO,68077,BARBOSA,SANTANDER,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'BARBOSA' y margen 23.08,68077,BARBOSA,SANTANDER,100.0,BARBOSA,66075,BALBOA,RISARALDA,76.92,BALBOA,52079,BARBACOAS,NARIÑO,75.0,BARBACOAS
"Bogotá , D.",BOGOTA D,BOGOTA D,BOGOTA D,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",88.89,15755,SOCOTÁ,BOYACÁ,57.14,15097,BOAVITA,BOYACÁ,53.33,BOGOTA D,,BOGOTA D,BOGOTA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",100.0,BOGOTA,15755,SOCOTÁ,BOYACÁ,66.67,SOCOTA,15097,BOAVITA,BOYACÁ,61.54,BOAVITA
"Bogotá D.C , Señor ( a )",BOGOTA DC SENOR A,BOGOTA DC SENOR A,BOGOTA SENOR A,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",66.67,19392,LA SIERRA,CAUCA,52.17,63302,GÉNOVA,QUINDÍO,50.0,BOGOTA D C SENOR A,BOGOTA D C,SENOR A,SENOR A,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,05040,ANORÍ,ANTIOQUIA,66.67,ANORI,19392,LA SIERRA,CAUCA,62.5,LA SIERRA,47703,SAN ZENÓN,MAGDALENA,62.5,SAN ZENON
"Bogotá D.C Duitama , Boyacá",BOGOTA DC DUITAMA BOYACA,BOGOTA DC DUITAMA BOYACA,BOGOTA DUITAMA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15238,DUITAMA,BOYACÁ,70.67,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",66.67,15097,BOAVITA,BOYACÁ,61.14,BOGOTA D C DUITAMA BOYACA,BOGOTA D C,DUITAMA BOYACA,DUITAMA BOYACA,AUTOAPROBADO,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",manual_bogota,99.5,regla manual para variantes de Bogotá,15238,DUITAMA,BOYACÁ,66.67,DUITAMA,15572,PUERTO BOYACÁ,BOYACÁ,66.67,PUERTO BOYACA,15104,BOYACÁ,BOYACÁ,60.0,BOYACA
Bolívar - Santander,BOLIVAR SANTANDER,BOLIVAR SANTANDER,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54553,PUERTO SANTANDER,NORTE DE SANTANDER,66.67,68101,BOLÍVAR,SANTANDER,62.33,19100,BOLÍVAR,CAUCA,58.33,BOLIVAR SANTAN DER,SANTAN DER,BOLIVAR,BOLIVAR,AUTOAPROBADO,68101,BOLÍVAR,SANTANDER,core_oficial_exacto_depto,100.0,coincidencia exacta resuelta por departamento,76100,BOLÍVAR,VALLE DEL CAUCA,100.0,BOLIVAR,05101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,CIUDAD BOLIVAR,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,CARMEN BOLIVAR
Bolívar Santander,BOLIVAR SANTANDER,BOLIVAR SANTANDER,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54553,PUERTO SANTANDER,NORTE DE SANTANDER,66.67,68101,BOLÍVAR,SANTANDER,62.33,19100,BOLÍVAR,CAUCA,58.33,BOLIVAR SANTAN DER,SANTAN DER,BOLIVAR,BOLIVAR,AUTOAPROBADO,68101,BOLÍVAR,SANTANDER,core_oficial_exacto_depto,100.0,coincidencia exacta resuelta por departamento,76100,BOLÍVAR,VALLE DEL CAUCA,100.0,BOLIVAR,05101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,CIUDAD BOLIVAR,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,CARMEN BOLIVAR
Briceño,BRICENO,BRICENO,BRICENO,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,5107,BRICEÑO,ANTIOQUIA,100.0,15106,BRICEÑO,BOYACÁ,100.0,15090,BERBEO,BOYACÁ,61.54,BRICENO,,BRICENO,BRICENO,AUTOAPROBADO,15106,BRICEÑO,BOYACÁ,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'BRICENO' y margen 38.46,15106,BRICEÑO,BOYACÁ,100.0,BRICENO,15368,JERICÓ,BOYACÁ,61.54,JERICO,52480,NARIÑO,NARIÑO,61.54,NARINO
"Buenaventura , Valle",BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
Buenaventura - Valle,BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
Buenaventura Valle,BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
Buenaventura – Valle,BUENAVENTURA VALLE,BUENAVENTURA VALLE,BUENAVENTURA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,80.0,15109,BUENAVISTA,BOYACÁ,57.14,23079,BUENAVISTA,CÓRDOBA,57.14,BUENAVENTURA VALLE,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,AUTOAPROBADO,76109,BUENAVENTURA,VALLE DEL CAUCA,core_oficial_exacto,100.0,coincidencia exacta con nombre oficial normalizado,76109,BUENAVENTURA,VALLE DEL CAUCA,100.0,BUENAVENTURA,70110,BUENAVISTA,SUCRE,72.73,BUENAVISTA,66088,BELÉN DE UMBRÍA,RISARALDA,58.33,BELEN UMBRIA
CALAMAR,CALAMAR,CALAMAR,CALAMAR,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,13140,CALAMAR,BOLÍVAR,100.0,95015,CALAMAR,GUAVIARE,100.0,76126,CALIMA,VALLE DEL CAUCA,76.92,CALAMAR,,CALAMAR,CALAMAR,AUTOAPROBADO,95015,CALAMAR,GUAVIARE,fuzzy_corto_fuerte,99.0,fuzzy fuerte con alias 'CALAMAR' y margen 23.08,95015,CALAMAR,GUAVIARE,100.0,CALAMAR,68522,PALMAR,SANTANDER,76.92,PALMAR,76126,CALIMA,VALLE DEL CAUCA,76.92,CALIMA
