valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
BARBOSA - SANTANDER,BARBOSA SANTANDER,BARBOSA SANTANDER,BARBOSA,68077,BARBOSA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"BARBOSA, SANTANDER",BARBOSA SANTANDER,BARBOSA SANTANDER,BARBOSA,68077,BARBOSA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BARICHARA,BARICHARA,BARICHARA,BARICHARA,68079,BARICHARA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BARICHARA SANTANDER,BARICHARA SANTANDER,BARICHARA SANTANDER,BARICHARA,68079,BARICHARA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARICHARA-SANTANDER,BARICHARA SANTANDER,BARICHARA SANTANDER,BARICHARA,68079,BARICHARA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANCA DE UPIA,BARRANCA DE UPIA,BARRANCA DE UPIA,BARRANCA DE UPIA,50110,BARRANCA DE UPÍA,META,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BARRANCA DE UPIA - META,BARRANCA DE UPIA META,BARRANCA DE UPIA META,BARRANCA DE UPIA,50110,BARRANCA DE UPÍA,META,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANCA DE UPIA META,BARRANCA DE UPIA META,BARRANCA DE UPIA META,BARRANCA DE UPIA,50110,BARRANCA DE UPÍA,META,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANCABERMEJA,BARRANCABERMEJA,BARRANCABERMEJA,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BARRANCABERMEJA-SANTANDER,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANCABERMEJA.,BARRANCABERMEJA,BARRANCABERMEJA,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BARRANCABERMEJA|,BARRANCABERMEJA,BARRANCABERMEJA,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BARRANCAS,BARRANCAS,BARRANCAS,BARRANCAS,44078,BARRANCAS,LA GUAJIRA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BARRANCAS-LA GUAJIRA,BARRANCAS LA GUAJIRA,BARRANCAS LA GUAJIRA,BARRANCAS,44078,BARRANCAS,LA GUAJIRA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANCO DE LOBA BOLIVAR,BARRANCO DE LOBA BOLIVAR,BARRANCO DE LOBA BOLIVAR,BARRANCO DE LOBA,13074,BARRANCO DE LOBA,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANQUILLA   ATLANTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA,8001,BARRANQUILLA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANQUILLA  ATLÁNTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA,8001,BARRANQUILLA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANQUILLA ATLÁNTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA,8001,BARRANQUILLA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BARRANQUILLA – ATLANTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA ATLANTICO,BARRANQUILLA,8001,BARRANQUILLA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"BECERRIL , CESAR",BECERRIL CESAR,BECERRIL CESAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"BECERRIL ,CESAR",BECERRIL CESAR,BECERRIL CESAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BECERRIL - CESAR,BECERRIL CESAR,BECERRIL CESAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BECERRIL -CESAR,BECERRIL CESAR,BECERRIL CESAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BECERRIL BOLIVAR,BECERRIL BOLIVAR,BECERRIL BOLIVAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BECERRIL CESAR,BECERRIL CESAR,BECERRIL CESAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BECERRIL- CESAR,BECERRIL CESAR,BECERRIL CESAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BECERRIL-CESAR,BECERRIL CESAR,BECERRIL CESAR,BECERRIL,20045,BECERRIL,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELALCAZAR,BELALCAZAR,BELALCAZAR,BELALCAZAR,17088,BELALCÁZAR,CALDAS,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BELALCAZAR - CAUCA,BELALCAZAR CAUCA,BELALCAZAR CAUCA,BELALCAZAR,17088,BELALCÁZAR,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELALCAZAR CALDAS,BELALCAZAR CALDAS,BELALCAZAR CALDAS,BELALCAZAR,17088,BELALCÁZAR,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELALCAZAR CAUCA,BELALCAZAR CAUCA,BELALCAZAR CAUCA,BELALCAZAR,17088,BELALCÁZAR,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELALCAZAR-CALDAS,BELALCAZAR CALDAS,BELALCAZAR CALDAS,BELALCAZAR,17088,BELALCÁZAR,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"BELALCÁZAR , CALDAS",BELALCAZAR CALDAS,BELALCAZAR CALDAS,BELALCAZAR,17088,BELALCÁZAR,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELALCÁZAR - CALDAS,BELALCAZAR CALDAS,BELALCAZAR CALDAS,BELALCAZAR,17088,BELALCÁZAR,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELEN  DE UMBRIA,BELEN DE UMBRIA,BELEN DE UMBRIA,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,RISARALDA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BELEN DE LOS ANDAQUIES CAQUETA,BELEN DE LOS ANDAQUIES CAQUETA,BELEN DE LOS ANDAQUIES CAQUETA,BELEN DE LOS ANDAQUIES,18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELEN DE UMBRIA - RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELEN DE UMBRIA-RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELEN NARIÑO,BELEN NARINO,BELEN NARINO,BELEN,52083,BELÉN,NARIÑO,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BELLO,BELLO,BELLO,BELLO,5088,BELLO,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BELLO - ANTIOQUIA,BELLO ANTIOQUIA,BELLO ANTIOQUIA,BELLO,5088,BELLO,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELLO-ANTIOQUIA,BELLO ANTIOQUIA,BELLO ANTIOQUIA,BELLO,5088,BELLO,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELMIRA ANTIOQUIA,BELMIRA ANTIOQUIA,BELMIRA ANTIOQUIA,BELMIRA,5086,BELMIRA,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELMIRA-ANTIOQUIA,BELMIRA ANTIOQUIA,BELMIRA ANTIOQUIA,BELMIRA,5086,BELMIRA,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELTRAN - CUNDINAMARCA,BELTRAN CUNDINAMARCA,BELTRAN CUNDINAMARCA,BELTRAN,25086,BELTRÁN,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELÉN BOYACÁ,BELEN BOYACA,BELEN BOYACA,BELEN,15087,BELÉN,BOYACÁ,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BELÉN DE UMBRÍA,BELEN DE UMBRIA,BELEN DE UMBRIA,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,RISARALDA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"BELÉN DE UMBRÍA , RISARALDA",BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELÉN DE UMBRÍA RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BELÉN DE UMBRÍA – - RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA RISARALDA,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BETANIA,BETANIA,BETANIA,BETANIA,5091,BETANIA,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BETANIA ANTIOQUIA,BETANIA ANTIOQUIA,BETANIA ANTIOQUIA,BETANIA,5091,BETANIA,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BETULIA  SANTANDER,BETULIA SANTANDER,BETULIA SANTANDER,BETULIA,68092,BETULIA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"BETULIA , SANTANDER",BETULIA SANTANDER,BETULIA SANTANDER,BETULIA,68092,BETULIA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BETULIA SANTANDER,BETULIA SANTANDER,BETULIA SANTANDER,BETULIA,68092,BETULIA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BOAVITA - BOYACÁ,BOAVITA BOYACA,BOAVITA BOYACA,BOAVITA,15097,BOAVITA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BOAVITA BOYACA,BOAVITA BOYACA,BOAVITA BOYACA,BOAVITA,15097,BOAVITA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BOAVITA-BOYACA,BOAVITA BOYACA,BOAVITA BOYACA,BOAVITA,15097,BOAVITA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BOCHALEMA,BOCHALEMA,BOCHALEMA,BOCHALEMA,54099,BOCHALEMA,NORTE DE SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BOJACA - CUNDINAMARCA,BOJACA CUNDINAMARCA,BOJACA CUNDINAMARCA,BOJACA,25099,BOJACÁ,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BOJACÁ CUNDINAMARCA,BOJACA CUNDINAMARCA,BOJACA CUNDINAMARCA,BOJACA,25099,BOJACÁ,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BOLIVAR Turbaco,BOLIVAR TURBACO,BOLIVAR TURBACO,TURBACO,13836,TURBACO,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BOSCONIA,BOSCONIA,BOSCONIA,BOSCONIA,20060,BOSCONIA,CESAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BOSCONIA-CESAR,BOSCONIA CESAR,BOSCONIA CESAR,BOSCONIA,20060,BOSCONIA,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BOYACA,BOYACA,BOYACA,,15104,BOYACÁ,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BRICEÑO BOYACA,BRICENO BOYACA,BRICENO BOYACA,BRICENO,15106,BRICEÑO,BOYACÁ,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BUCARAMANGA,BUCARAMANGA,BUCARAMANGA,BUCARAMANGA,68001,BUCARAMANGA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BUCARAMANGA  SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA,68001,BUCARAMANGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"BUCARAMANGA , SANTANDER",BUCARAMANGA SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA,68001,BUCARAMANGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BUCARAMANGA - SANTANDER .,BUCARAMANGA SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA,68001,BUCARAMANGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BUCARAMANGA SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA,68001,BUCARAMANGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BUCARAMANGA- SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA SANTANDER,BUCARAMANGA,68001,BUCARAMANGA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BUCARASICA,BUCARASICA,BUCARASICA,BUCARASICA,54109,BUCARASICA,NORTE DE SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BUCARASICA NORTE DE SANTANDER,BUCARASICA NORTE DE SANTANDER,BUCARASICA NORTE DE SANTANDER,BUCARASICA,54109,BUCARASICA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BUENAVISTA - CÓRDOBA,BUENAVISTA CORDOBA,BUENAVISTA CORDOBA,BUENAVISTA,23079,BUENAVISTA,CÓRDOBA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BUENAVISTA BOYACÁ,BUENAVISTA BOYACA,BUENAVISTA BOYACA,BUENAVISTA,15109,BUENAVISTA,BOYACÁ,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BUENAVISTA CÓRDOBA,BUENAVISTA CORDOBA,BUENAVISTA CORDOBA,BUENAVISTA,23079,BUENAVISTA,CÓRDOBA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BUENAVISTA QUINDÍO,BUENAVISTA QUINDIO,BUENAVISTA QUINDIO,BUENAVISTA,63111,BUENAVISTA,QUINDÍO,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BUENAVISTA SUCRE,BUENAVISTA SUCRE,BUENAVISTA SUCRE,BUENAVISTA,70110,BUENAVISTA,SUCRE,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BUENAVISTA-SUCRE,BUENAVISTA SUCRE,BUENAVISTA SUCRE,BUENAVISTA,70110,BUENAVISTA,SUCRE,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
BUENOS AIRES - CAUCA,BUENOS AIRES CAUCA,BUENOS AIRES CAUCA,BUENOS AIRES,19110,BUENOS AIRES,CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BUENOS AIRES CAUCA,BUENOS AIRES CAUCA,BUENOS AIRES CAUCA,BUENOS AIRES,19110,BUENOS AIRES,CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
BUESACO,BUESACO,BUESACO,BUESACO,52110,BUESACO,NARIÑO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
BUGALAGRANDE - VALLE DEL CAUCA,BUGALAGRANDE VALLE DEL CAUCA,BUGALAGRANDE VALLE DEL CAUCA,BUGALAGRANDE,76113,BUGALAGRANDE,VALLE DEL CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Bajo Baudó,BAJO BAUDO,BAJO BAUDO,BAJO BAUDO,27077,BAJO BAUDÓ,CHOCÓ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"Balboa , Risaralda",BALBOA RISARALDA,BALBOA RISARALDA,BALBOA,66075,BALBOA,RISARALDA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Baranoa,BARANOA,BARANOA,BARANOA,8078,BARANOA,ATLÁNTICO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Baranoa - Atlántico,BARANOA ATLANTICO,BARANOA ATLANTICO,BARANOA,8078,BARANOA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Baranoa Atlántico,BARANOA ATLANTICO,BARANOA ATLANTICO,BARANOA,8078,BARANOA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Baranoa, Atlántico",BARANOA ATLANTICO,BARANOA ATLANTICO,BARANOA,8078,BARANOA,ATLÁNTICO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barbacoas  Nariño,BARBACOAS NARINO,BARBACOAS NARINO,BARBACOAS,52079,BARBACOAS,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Barbacoas , Nariño",BARBACOAS NARINO,BARBACOAS NARINO,BARBACOAS,52079,BARBACOAS,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Barbacoas , Nariño ,",BARBACOAS NARINO,BARBACOAS NARINO,BARBACOAS,52079,BARBACOAS,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barbosa  Santander,BARBOSA SANTANDER,BARBOSA SANTANDER,BARBOSA,68077,BARBOSA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"Barbosa , Santander",BARBOSA SANTANDER,BARBOSA SANTANDER,BARBOSA,68077,BARBOSA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"Barbosa , Santander .",BARBOSA SANTANDER,BARBOSA SANTANDER,BARBOSA,68077,BARBOSA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Barbosa Antioquia,BARBOSA ANTIOQUIA,BARBOSA ANTIOQUIA,BARBOSA,5079,BARBOSA,ANTIOQUIA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Barbosa Santander,BARBOSA SANTANDER,BARBOSA SANTANDER,BARBOSA,68077,BARBOSA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Barbosa-Santander,BARBOSA SANTANDER,BARBOSA SANTANDER,BARBOSA,68077,BARBOSA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
Barranca de Upía ( Meta ),BARRANCA DE UPIA META,BARRANCA DE UPIA META,BARRANCA DE UPIA,50110,BARRANCA DE UPÍA,META,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barranca de Upía Meta,BARRANCA DE UPIA META,BARRANCA DE UPIA META,BARRANCA DE UPIA,50110,BARRANCA DE UPÍA,META,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barrancabermeja,BARRANCABERMEJA,BARRANCABERMEJA,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Barrancabermeja  Santander,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Barrancabermeja ,",BARRANCABERMEJA,BARRANCABERMEJA,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"Barrancabermeja , SANTANDER",BARRANCABERMEJA SANTANDER,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barrancabermeja - Santander,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barrancabermeja Santander,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"Barrancabermeja, Santander",BARRANCABERMEJA SANTANDER,BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,68081,BARRANCABERMEJA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barrancas,BARRANCAS,BARRANCAS,BARRANCAS,44078,BARRANCAS,LA GUAJIRA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"Barrancas ,",BARRANCAS,BARRANCAS,BARRANCAS,44078,BARRANCAS,LA GUAJIRA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"Barrancas , La Guajira",BARRANCAS LA GUAJIRA,BARRANCAS LA GUAJIRA,BARRANCAS,44078,BARRANCAS,LA GUAJIRA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barrancas La Guajira,BARRANCAS LA GUAJIRA,BARRANCAS LA GUAJIRA,BARRANCAS,44078,BARRANCAS,LA GUAJIRA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
Barranco de Loba,BARRANCO DE LOBA,BARRANCO DE LOBA,BARRANCO DE LOBA,13074,BARRANCO DE LOBA,BOLÍVAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
Barranquilla,BARRANQUILLA,BARRANQUILLA,BARRANQUILLA,8001,BARRANQUILLA,ATLÁNTICO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
