valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
SAN GIL - SANTANDER .,SAN GIL SANTANDER,SAN GIL SANTANDER,SAN GIL,68679,SAN GIL,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN GIL SANTANDER,SAN GIL SANTANDER,SAN GIL SANTANDER,SAN GIL,68679,SAN GIL,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"SAN GIL, SANTANDER",SAN GIL SANTANDER,SAN GIL SANTANDER,SAN GIL,68679,SAN GIL,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN GIL-SANTANDER,SAN GIL SANTANDER,SAN GIL SANTANDER,SAN GIL,68679,SAN GIL,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JERONIMO,SAN JERONIMO,SAN JERONIMO,SAN JERONIMO,5656,SAN JERÓNIMO,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"SAN JERONIMO , ANTIOQUIA",SAN JERONIMO ANTIOQUIA,SAN JERONIMO ANTIOQUIA,SAN JERONIMO,5656,SAN JERÓNIMO,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JERONIMO ANTIOQUIA,SAN JERONIMO ANTIOQUIA,SAN JERONIMO ANTIOQUIA,SAN JERONIMO,5656,SAN JERÓNIMO,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JERÓNIMO - ANTIOQUIA,SAN JERONIMO ANTIOQUIA,SAN JERONIMO ANTIOQUIA,SAN JERONIMO,5656,SAN JERÓNIMO,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOAQUIN SANTANDER,SAN JOAQUIN SANTANDER,SAN JOAQUIN SANTANDER,SAN JOAQUIN,68682,SAN JOAQUÍN,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,17665,SAN JOSÉ,CALDAS,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN JOSE CALDAS,SAN JOSE CALDAS,SAN JOSE CALDAS,SAN JOSE,17665,SAN JOSÉ,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOSE DE CUCUTA NORTE DE SANTANDER,SAN JOSE DE CUCUTA NORTE DE SANTANDER,SAN JOSE DE CUCUTA NORTE DE SANTANDER,SAN JOSE DE CUCUTA,54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,SAN JOSE DEL,95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN JOSE DEL GUAVIARE - GUAVIARE,SAN JOSE DEL GUAVIARE GUAVIARE,SAN JOSE DEL GUAVIARE GUAVIARE,SAN JOSE DEL GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOSE DEL GUAVIARE GUAVIARE,SAN JOSE DEL GUAVIARE GUAVIARE,SAN JOSE DEL GUAVIARE GUAVIARE,SAN JOSE DEL GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOSE GUAVIARE,SAN JOSE GUAVIARE,SAN JOSE GUAVIARE,SAN JOSE,17665,SAN JOSÉ,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOSE-CALDAS,SAN JOSE CALDAS,SAN JOSE CALDAS,SAN JOSE,17665,SAN JOSÉ,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JOSÉ DEL GUAVIARE,SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,SAN JOSE DEL,95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN JUAN  DEL CESAR,SAN JUAN DEL CESAR,SAN JUAN DEL CESAR,SAN JUAN DEL,44650,SAN JUAN DEL CESAR,LA GUAJIRA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN JUAN  NEPOMUCENO,SAN JUAN NEPOMUCENO,SAN JUAN NEPOMUCENO,SAN JUAN NEPOMUCENO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN JUAN DE ARAMA META,SAN JUAN DE ARAMA META,SAN JUAN DE ARAMA META,SAN JUAN DE ARAMA,50683,SAN JUAN DE ARAMA,META,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JUAN DE BETULIA,SAN JUAN DE BETULIA,SAN JUAN DE BETULIA,SAN JUAN DE BETULIA,70702,SAN JUAN DE BETULIA,SUCRE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN JUAN DE BETULIA-SUCRE,SAN JUAN DE BETULIA SUCRE,SAN JUAN DE BETULIA SUCRE,SAN JUAN DE BETULIA,70702,SAN JUAN DE BETULIA,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JUAN DE URABA,SAN JUAN DE URABA,SAN JUAN DE URABA,SAN JUAN DE URABA,5659,SAN JUAN DE URABÁ,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN JUAN NEPOMUCENO - BOLIVAR,SAN JUAN NEPOMUCENO BOLIVAR,SAN JUAN NEPOMUCENO BOLIVAR,SAN JUAN NEPOMUCENO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN JUANITO META,SAN JUANITO META,SAN JUANITO META,SAN JUANITO,50686,SAN JUANITO,META,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN LUIS  DE PALENQUE  CASANARE,SAN LUIS DE PALENQUE CASANARE,SAN LUIS DE PALENQUE CASANARE,SAN LUIS DE PALENQUE,85325,SAN LUIS DE PALENQUE,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN LUIS ANTIOQUIA,SAN LUIS ANTIOQUIA,SAN LUIS ANTIOQUIA,SAN LUIS,5660,SAN LUIS,ANTIOQUIA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN LUIS DE GACENO,SAN LUIS DE GACENO,SAN LUIS DE GACENO,SAN LUIS DE GACENO,15667,SAN LUIS DE GACENO,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN LUIS DE GACENO-BOYACA,SAN LUIS DE GACENO BOYACA,SAN LUIS DE GACENO BOYACA,SAN LUIS DE GACENO,15667,SAN LUIS DE GACENO,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN LUIS DE PALENQUE - CASANARE,SAN LUIS DE PALENQUE CASANARE,SAN LUIS DE PALENQUE CASANARE,SAN LUIS DE PALENQUE,85325,SAN LUIS DE PALENQUE,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN LUIS DE SINCÉ,SAN LUIS DE SINCE,SAN LUIS DE SINCE,SAN LUIS DE SINCE,70742,SAN LUIS DE SINCÉ,SUCRE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN LUIS TOLIMA,SAN LUIS TOLIMA,SAN LUIS TOLIMA,SAN LUIS,73678,SAN LUIS,TOLIMA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"SAN LUIS,  ANTIOQUIA",SAN LUIS ANTIOQUIA,SAN LUIS ANTIOQUIA,SAN LUIS,5660,SAN LUIS,ANTIOQUIA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"SAN LUIS, ANTIOQUIA",SAN LUIS ANTIOQUIA,SAN LUIS ANTIOQUIA,SAN LUIS,5660,SAN LUIS,ANTIOQUIA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN MARCOS - SUCRE,SAN MARCOS SUCRE,SAN MARCOS SUCRE,SAN MARCOS,70708,SAN MARCOS,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MARCOS - SUCRE .,SAN MARCOS SUCRE,SAN MARCOS SUCRE,SAN MARCOS,70708,SAN MARCOS,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MARCOS SUCRE,SAN MARCOS SUCRE,SAN MARCOS SUCRE,SAN MARCOS,70708,SAN MARCOS,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"SAN MARCOS, SUCRE",SAN MARCOS SUCRE,SAN MARCOS SUCRE,SAN MARCOS,70708,SAN MARCOS,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"SAN MARCOS,SUCRE",SAN MARCOS SUCRE,SAN MARCOS SUCRE,SAN MARCOS,70708,SAN MARCOS,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MARCOS-SUCRE,SAN MARCOS SUCRE,SAN MARCOS SUCRE,SAN MARCOS,70708,SAN MARCOS,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MARTIN CESAR,SAN MARTIN CESAR,SAN MARTIN CESAR,SAN MARTIN,20770,SAN MARTÍN,CESAR,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN MARTIN DE LOBA BOLIVAR,SAN MARTIN DE LOBA BOLIVAR,SAN MARTIN DE LOBA BOLIVAR,SAN MARTIN DE LOBA,13667,SAN MARTÍN DE LOBA,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MARTIN META,SAN MARTIN META,SAN MARTIN META,SAN MARTIN,50689,SAN MARTÍN,META,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN MARTIN-META,SAN MARTIN META,SAN MARTIN META,SAN MARTIN,50689,SAN MARTÍN,META,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"SAN MARTÍN , CESAR",SAN MARTIN CESAR,SAN MARTIN CESAR,SAN MARTIN,20770,SAN MARTÍN,CESAR,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN MATEO,SAN MATEO,SAN MATEO,SAN MATEO,15673,SAN MATEO,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN MATEO - BOYACA,SAN MATEO BOYACA,SAN MATEO BOYACA,SAN MATEO,15673,SAN MATEO,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MATEO BOYACA,SAN MATEO BOYACA,SAN MATEO BOYACA,SAN MATEO,15673,SAN MATEO,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MIGUEL DE SEMA,SAN MIGUEL DE SEMA,SAN MIGUEL DE SEMA,SAN MIGUEL DE SEMA,15676,SAN MIGUEL DE SEMA,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN MIGUEL DE SEMA - BOYACÁ,SAN MIGUEL DE SEMA BOYACA,SAN MIGUEL DE SEMA BOYACA,SAN MIGUEL DE SEMA,15676,SAN MIGUEL DE SEMA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MIGUEL DE SEMA BOYACÁ,SAN MIGUEL DE SEMA BOYACA,SAN MIGUEL DE SEMA BOYACA,SAN MIGUEL DE SEMA,15676,SAN MIGUEL DE SEMA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MIGUEL DE SEMA- BOYACA,SAN MIGUEL DE SEMA BOYACA,SAN MIGUEL DE SEMA BOYACA,SAN MIGUEL DE SEMA,15676,SAN MIGUEL DE SEMA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN MIGUEL PUTUMAYO,SAN MIGUEL PUTUMAYO,SAN MIGUEL PUTUMAYO,SAN MIGUEL,86757,SAN MIGUEL,PUTUMAYO,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN ONOFRE - SUCRE,SAN ONOFRE SUCRE,SAN ONOFRE SUCRE,SAN ONOFRE,70713,SAN ONOFRE,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN ONOFRE SUCRE,SAN ONOFRE SUCRE,SAN ONOFRE SUCRE,SAN ONOFRE,70713,SAN ONOFRE,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN PEDRO - SUCRE,SAN PEDRO SUCRE,SAN PEDRO SUCRE,SAN PEDRO,70717,SAN PEDRO,SUCRE,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN PEDRO DE LOS MILAGROS,SAN PEDRO DE LOS MILAGROS,SAN PEDRO DE LOS MILAGROS,SAN PEDRO DE LOS MILAGROS,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"SAN PEDRO DE LOS MILAGROS , ANTIOQUIA",SAN PEDRO DE LOS MILAGROS ANTIOQUIA,SAN PEDRO DE LOS MILAGROS ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN PEDRO DE LOS MILAGROS ANTIOQUIA,SAN PEDRO DE LOS MILAGROS ANTIOQUIA,SAN PEDRO DE LOS MILAGROS ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN PEDRO DE URABA,SAN PEDRO DE URABA,SAN PEDRO DE URABA,SAN PEDRO DE URABA,5665,SAN PEDRO DE URABÁ,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN PEDRO VALLE DEL CAUCA,SAN PEDRO VALLE DEL CAUCA,SAN PEDRO VALLE DEL CAUCA,SAN PEDRO,76670,SAN PEDRO,VALLE DEL CAUCA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
"SAN PEDRO, VALLE DEL CAUCA",SAN PEDRO VALLE DEL CAUCA,SAN PEDRO VALLE DEL CAUCA,SAN PEDRO,76670,SAN PEDRO,VALLE DEL CAUCA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SAN PELAYO CORDOBA,SAN PELAYO CORDOBA,SAN PELAYO CORDOBA,SAN PELAYO,23686,SAN PELAYO,CÓRDOBA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN PELAYO-CORDOBA,SAN PELAYO CORDOBA,SAN PELAYO CORDOBA,SAN PELAYO,23686,SAN PELAYO,CÓRDOBA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN RAFAEL ANTIOQUIA,SAN RAFAEL ANTIOQUIA,SAN RAFAEL ANTIOQUIA,SAN RAFAEL,5667,SAN RAFAEL,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN ROQUE  ANTIOQUIA,SAN ROQUE ANTIOQUIA,SAN ROQUE ANTIOQUIA,SAN ROQUE,5670,SAN ROQUE,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN SEBASTIAN DE MARIQUITA,SAN SEBASTIAN DE MARIQUITA,SAN SEBASTIAN DE MARIQUITA,SAN SEBASTIAN DE MARIQUITA,73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN SEBASTIÁN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,19693,SAN SEBASTIÁN,CAUCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN SEBASTIÁN DE BUENAVISTA  MAGDALENA,SAN SEBASTIAN DE BUENAVISTA MAGDALENA,SAN SEBASTIAN DE BUENAVISTA MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN SEBASTIÁN DE BUENAVISTA MAGDALENA,SAN SEBASTIAN DE BUENAVISTA MAGDALENA,SAN SEBASTIAN DE BUENAVISTA MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN VICENTE DE CHUCURÍ ( SANTANDER ),SAN VICENTE DE CHUCURI SANTANDER,SAN VICENTE DE CHUCURI SANTANDER,SAN VICENTE DE CHUCURI,68689,SAN VICENTE DE CHUCURÍ,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN VICENTE DEL CAGUAN,SAN VICENTE DEL CAGUAN,SAN VICENTE DEL CAGUAN,SAN VICENTE DEL CAGUAN,18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN VICENTE DEL CAGUAN-CAQUETA,SAN VICENTE DEL CAGUAN CAQUETA,SAN VICENTE DEL CAGUAN CAQUETA,SAN VICENTE DEL CAGUAN,18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"SAN VICENTE DEL CAGUÁN , CAQUETA",SAN VICENTE DEL CAGUAN CAQUETA,SAN VICENTE DEL CAGUAN CAQUETA,SAN VICENTE DEL CAGUAN,18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SAN VICENTE FERRER,SAN VICENTE FERRER,SAN VICENTE FERRER,SAN VICENTE FERRER,5674,SAN VICENTE FERRER,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SAN VICENTE FERRER ANTIOQUIA,SAN VICENTE FERRER ANTIOQUIA,SAN VICENTE FERRER ANTIOQUIA,SAN VICENTE FERRER,5674,SAN VICENTE FERRER,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANDONÁ NARIÑO,SANDONA NARINO,SANDONA NARINO,SANDONA,52683,SANDONÁ,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA  ANA MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA,47707,SANTA ANA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA  MARTA,SANTA MARTA,SANTA MARTA,SANTA MARTA,47001,SANTA MARTA,MAGDALENA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SANTA  MARTA - MAGDALENA,SANTA MARTA MAGDALENA,SANTA MARTA MAGDALENA,SANTA MARTA,47001,SANTA MARTA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA  ROSA DE CABAL,SANTA ROSA DE CABAL,SANTA ROSA DE CABAL,SANTA ROSA DE CABAL,66682,SANTA ROSA DE CABAL,RISARALDA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SANTA  ROSA DE VITERBO,SANTA ROSA DE VITERBO,SANTA ROSA DE VITERBO,SANTA ROSA DE VITERBO,15693,SANTA ROSA DE VITERBO,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,47707,SANTA ANA,MAGDALENA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SANTA ANA - MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA,47707,SANTA ANA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA ANA MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA,47707,SANTA ANA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA ANA-MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA MAGDALENA,SANTA ANA,47707,SANTA ANA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA BARBARA - SANTANDER,SANTA BARBARA SANTANDER,SANTA BARBARA SANTANDER,SANTA BARBARA,68705,SANTA BÁRBARA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SANTA BARBARA DE PINTO,SANTA BARBARA DE PINTO,SANTA BARBARA DE PINTO,SANTA BARBARA DE PINTO,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
SANTA BARBARA DE PINTO - MAGDALENA,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA BARBARA DE PINTO – MAGDALENA,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA BARBARA DE PINTO – MAGDALENA .,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO MAGDALENA,SANTA BARBARA DE PINTO,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA BARBARA SANTANDER,SANTA BARBARA SANTANDER,SANTA BARBARA SANTANDER,SANTA BARBARA,68705,SANTA BÁRBARA,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SANTA BÁRBARA ANTIOQUIA,SANTA BARBARA ANTIOQUIA,SANTA BARBARA ANTIOQUIA,SANTA BARBARA,5679,SANTA BÁRBARA,ANTIOQUIA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
SANTA CATALINA BOLIVAR,SANTA CATALINA BOLIVAR,SANTA CATALINA BOLIVAR,SANTA CATALINA,13673,SANTA CATALINA,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA HELENA DEL OPON SANTANDER,SANTA HELENA DEL OPON SANTANDER,SANTA HELENA DEL OPON SANTANDER,SANTA HELENA DEL OPON,68720,SANTA HELENA DEL OPÓN,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA ISABEL - TOLIMA,SANTA ISABEL TOLIMA,SANTA ISABEL TOLIMA,SANTA ISABEL,73686,SANTA ISABEL,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
SANTA ISABEL TOLIMA,SANTA ISABEL TOLIMA,SANTA ISABEL TOLIMA,SANTA ISABEL,73686,SANTA ISABEL,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
