"","","","","","","","","","",""
"","Consejo Superior de la Judicatura","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","DIRECTORIO DE DESPACHOS JUDICIALES","","","","","","","","",""
"Consejo Superior de la Judicatura","","","","","","","","","",""
"Fecha: 25/03/2026 11:12:16 AM","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"JURISDICCIÓN","DISTRITO","CIRCUITO","DEPARTAMENTO","MUNICIPIO","CODIGO DESPACHO","NOMBRE DESPACHO","JUEZ/MAGISTRADO DESPACHO","DIRECCIÓN DESPACHO","TELÉFONO","ÁREA"
"ORDINARIA","ANTIOQUIA","ANTIOQUIA (O)","ANTIOQUIA","ANTIOQUIA","050003187001","JUZGADO 001 DE EJECUCIÓN DE PENAS Y MEDIDAS DE SEGURIDAD  DE ANTIOQUIA ","FERNANDO ANTONIO DAZA RACERO","Carrera 52 # 42-73 - Piso 24-oficina 2415- Edificio José Félix De Restrepo","4-2328525 ext 3301","JUDICIAL"
"ORDINARIA","ANTIOQUIA","ANTIOQUIA (O)","ANTIOQUIA","ANTIOQUIA","050003187002","JUZGADO 002 DE EJECUCIÓN DE PENAS Y MEDIDAS DE SEGURIDAD  DE ANTIOQUIA ","MONICA LUCIA VASQUEZ  GOMEZ","Carrera 52 # 42-73 - Piso 24 Edificio José Félix De Restrepo","N/A-2328525 ext 3302","JUDICIAL"
"ORDINARIA","ANTIOQUIA","ANTIOQUIA (O)","ANTIOQUIA","ANTIOQUIA","050003187003","JUZGADO 003 DE EJECUCIÓN DE PENAS Y MEDIDAS DE SEGURIDAD  DE ANTIOQUIA ","JUAN CARLOS ESPINOSA CHAVARRIA","Calle 41#52-28 - Edificio Edatel Oficina 701","4-2328525 ext 3303","JUDICIAL"
"ORDINARIA","ANTIOQUIA","ANTIOQUIA (O)","ANTIOQUIA","ANTIOQUIA","050003187004","JUZGADO 004 DE EJECUCIÓN DE PENAS Y MEDIDAS DE SEGURIDAD  DE ANTIOQUIA ","FABIO LIBARDO SALINAS MEDINA","Calle 41#52-28 - Edificio Edatel Oficina 702","4-2328525 ext 3304","JUDICIAL"
"ORDINARIA","ANTIOQUIA","ANTIOQUIA (O)","ANTIOQUIA","ANTIOQUIA","050003187005","JUZGADO 005 DE EJECUCIÓN DE PENAS Y MEDIDAS DE SEGURIDAD DE ANTIOQUIA","SARAY LONDOÑO OSSA","Carrera 52#42-73","4-","JUDICIAL"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200200","D.S.A.J. AREA ADMINISTRATIVA","","N.a","5","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200210","D.S.A.J. AREA ADMINISTRATIVA-GRUPO DE SERVICIOS ADMINISTRATIVOS","","N.a","6","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200230","D.S.A.J. AREA ADMINISTRATIVA-GRUPO DE ALMACEN","","N.a","7","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200260","D.S.A.J. AREA ADMINISTRATIVA-GRUPO MANTENIMIENTO Y SOPORTE TECNOLOGICO","","N.a","8","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050011200300","D.S.A.J. AREA JURIDICA","","N.a","9","ADMINISTRATIVA"
