user_id,authority_name
1,ROLE_ADMIN
2,ROLE_ADMIN
3,ROLE_ADMIN
4,ROLE_ADMIN
5,ROLE_ADMIN
6,ROLE_ADMIN
8,ROLE_ADMIN
9,ROLE_ADMIN
11,ROLE_ADMIN
19,ROLE_ADMIN
