nombre_normalizado,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE BUGA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BUGA,judicial,rama_judicial,BUGA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE CALI,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE CARTAGENA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE CUCUTA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE DUITAMA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE DUITAMA,judicial,rama_judicial,DUITAMA,BOYACÁ,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE FLORENCIA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE FLORENCIA,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE IBAGUE,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE MANIZALES,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MANIZALES,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE MEDELLIN,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE MOCOA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MOCOA,judicial,rama_judicial,MOCOA,PUTUMAYO,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE MONTERIA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MONTERÍA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE NEIVA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE NEIVA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE PASTO,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE PEREIRA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE POPAYAN,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE QUIBDO,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE QUIBDÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE RIOHACHA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE RIOHACHA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE SAN ANDRES,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE SAN ANDRÉS,judicial,rama_judicial,SAN ANDRÉS,SAN ANDRÉS,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE SANTA MARTA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE SINCELEJO,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE SINCELEJO,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE TUNJA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE VALLEDUPAR,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE VALLEDUPAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE VILLAVICENCIO,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE YOPAL,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE YOPAL,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ANTIOQUIA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ANTIOQUIA,judicial,rama_judicial,ANTIOQUIA,ANTIOQUIA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARAUCA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARAUCA,judicial,rama_judicial,ARAUCA,ARAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARCH DE SAN ANDRES,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARCH. DE SAN ANDRÉS,judicial,rama_judicial,SAN ANDRÉS,SAN ANDRÉS,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARMENIA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARMENIA,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BARRANQUILLA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BUCARAMANGA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BUENAVENTURA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BUENAVENTURA,judicial,rama_judicial,BUENAVENTURA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BUGA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BUGA,judicial,rama_judicial,BUGA,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CALI,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CARTAGENA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CUCUTA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CUNDINAMARCA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CUNDINAMARCA,judicial,rama_judicial,BOGOTÁ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE FLORENCIA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE FLORENCIA,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE IBAGUE,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MANIZALES,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MANIZALES,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLIN,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MOCOA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MOCOA,judicial,rama_judicial,MOCOA,PUTUMAYO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MONTERIA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MONTERÍA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE NEIVA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE NEIVA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PASTO,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PEREIRA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE POPAYAN,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PUERTO ASIS,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PUERTO ASÍS,judicial,rama_judicial,PUERTO ASÍS,PUTUMAYO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE QUIBDO,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE QUIBDÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE RIOHACHA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE RIOHACHA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SANTA MARTA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SANTA ROSA DE VITERBO,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SANTA ROSA DE VITERBO,judicial,rama_judicial,SANTA ROSA DE VITERBO,BOYACÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SINCELEJO,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SINCELEJO,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE TUNJA,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE VALLEDUPAR,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE VALLEDUPAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE VILLAVICENCIO,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE YOPAL,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE YOPAL,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE ARAUCA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE ARAUCA,judicial,rama_judicial,ARAUCA,ARAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE ARMENIA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE ARMENIA,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE BARRANQUILLA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE BOGOTA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE BUCARAMANGA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE CALI,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE CARTAGENA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE CHIQUINQUIRA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE CHIQUINQUIRÁ,judicial,rama_judicial,CHIQUINQUIRÁ,BOYACÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE CUCUTA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE CÚCUTA,judicial,rama_judicial,CÚCUTA,NORTE DE SANTANDER,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE FLORENCIA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE FLORENCIA,judicial,rama_judicial,FLORENCIA,CAQUETÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE FUNZA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE FUNZA,judicial,rama_judicial,FUNZA,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE FUSAGASUGA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE FUSAGASUGÁ,judicial,rama_judicial,FUSAGASUGÁ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE IBAGUE,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE IBAGUÉ,judicial,rama_judicial,IBAGUÉ,TOLIMA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE MANIZALES,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE MANIZALES,judicial,rama_judicial,MANIZALES,CALDAS,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE MEDELLIN,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE MEDELLÍN,judicial,rama_judicial,MEDELLÍN,ANTIOQUIA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE MOCOA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE MOCOA,judicial,rama_judicial,MOCOA,PUTUMAYO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE MONTERIA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE MONTERÍA,judicial,rama_judicial,MONTERÍA,CÓRDOBA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE NEIVA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE NEIVA,judicial,rama_judicial,NEIVA,HUILA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE PASTO,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE PASTO,judicial,rama_judicial,PASTO,NARIÑO,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE PEREIRA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE PEREIRA,judicial,rama_judicial,PEREIRA,RISARALDA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE POPAYAN,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE POPAYÁN,judicial,rama_judicial,POPAYÁN,CAUCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE QUIBDO,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE QUIBDÓ,judicial,rama_judicial,QUIBDÓ,CHOCÓ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE RIOHACHA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE RIOHACHA,judicial,rama_judicial,RIOHACHA,LA GUAJIRA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE SANTA MARTA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE SANTA MARTA,judicial,rama_judicial,SANTA MARTA,MAGDALENA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE SINCELEJO,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE SINCELEJO,judicial,rama_judicial,SINCELEJO,SUCRE,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE SOACHA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE SOACHA,judicial,rama_judicial,SOACHA,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE TUNJA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE TUNJA,judicial,rama_judicial,TUNJA,BOYACÁ,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE VALLEDUPAR,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE VALLEDUPAR,judicial,rama_judicial,VALLEDUPAR,CESAR,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE VILLAVICENCIO,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE VILLAVICENCIO,judicial,rama_judicial,VILLAVICENCIO,META,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE YOPAL,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE YOPAL,judicial,rama_judicial,YOPAL,CASANARE,JUDICIAL,
JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE ZIPAQUIRA,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCIÓN DE CONOCIMIENTO DE ZIPAQUIRÁ,judicial,rama_judicial,ZIPAQUIRÁ,CUNDINAMARCA,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE ARMENIA,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE ARMENIA,judicial,rama_judicial,ARMENIA,QUINDÍO,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BARRANQUILLA,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE BARRANQUILLA,judicial,rama_judicial,BARRANQUILLA,ATLÁNTICO,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BELLO,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE BELLO,judicial,rama_judicial,BELLO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE BOGOTÁ,judicial,rama_judicial,BOGOTÁ,BOGOTÁ,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BUCARAMANGA,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE BUCARAMANGA,judicial,rama_judicial,BUCARAMANGA,SANTANDER,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE CALI,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE CALI,judicial,rama_judicial,CALI,VALLE DEL CAUCA,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE CARTAGENA,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE CARTAGENA,judicial,rama_judicial,CARTAGENA,BOLÍVAR,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE DUITAMA,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE DUITAMA,judicial,rama_judicial,DUITAMA,BOYACÁ,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE ENVIGADO,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE ENVIGADO,judicial,rama_judicial,ENVIGADO,ANTIOQUIA,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE GARZON,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE GARZÓN,judicial,rama_judicial,GARZÓN,HUILA,JUDICIAL,
JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE GIRARDOTA,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCIÓN DE CONOCIMIENTO DE GIRARDOTA,judicial,rama_judicial,GIRARDOTA,ANTIOQUIA,JUDICIAL,
