nombre_normalizado,match,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
JUZGADO 2 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 2 CIVIL MUNICIPAL DE BO,False,,,,,,,
JUZGADO 2 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS,False,,,,,,,
JUZGADO 2 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 2 DE JUZGADO DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE SOACHA,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE SOACHA CUNDINAMARCA,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE VALLEDUPAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE JUZGADO,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE VALLEDUPAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE VALLEDUPAR CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS DE VALLEDUPAR CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE DE SOACHA,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE DE SOACHA CUNDINAMARCA,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE SOACHA CUNDINAMARCA,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE VALLEDUPAAAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE VALLEDUPAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE VALLEDUPAR CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DEL CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES EDIFICIO SAGRADO CORAZON PISO 3 VALLEDUPAR CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES JUZGADO,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES JUZGADO VALLEDUPAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES JUZGADO VALLEDUPAR CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES VALLEDUPAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES VALLEDUPAR CESAR,False,,,,,,,
JUZGADO 2 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES VALLEUPAR CESAR,False,,,,,,,
JUZGADO 2 PROMISCUO MUNICIPAL,False,,,,,,,
JUZGADO 2 PROMISCUO MUNICIPAL BARBOSA SANTANDER,False,,,,,,,
JUZGADO 2 PROMISCUO MUNICIPAL DE,False,,,,,,,
JUZGADO 2 PROMISCUO MUNICIPAL DE BARBOSA,False,,,,,,,
JUZGADO 2 PROMISCUO MUNICIPAL DE BARBOSA SANTANDER,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCIO JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION DE SENTENIAS DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION DE SETENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION SENTENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL DE EJECUCION SETENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 20 CIVIL MUNICIPAL EJECUCION SENTENCIAS BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 20 DE PEQUENAS CASUSAS Y COMPETENCIA MULTIPLES BARRANQUILLA,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA TRANSITORIO,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA TRANSITORIO ANTES JUZGADO 29 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DISTRITO JUDICIAL,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DISTRITO JUDICIAL DE BARRANQUILL,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DISTRITO JUDICIAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DISTRITO JUDICIAL DE BARRANQUILLA TRANSITORIO ANTES JUZGADO 29 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE TRANSITORIO ANTES JUZGADO 29 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BARRANQUILLA,False,,,,,,,
JUZGADO 20 DE PEQUENAS CAUSAS Y DE COMPETENCIAS MULTIPLES DE BARRANQUILLA,False,,,,,,,
JUZGADO 20 FAMILIA CIRCUITO BOGOTA BOGOTA,False,,,,,,,
JUZGADO 20 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA,False,,,,,,,
JUZGADO 20 PEQ CAUSAS Y COMP MULTIPLES BARRANQUILLA,False,,,,,,,
JUZGADO 20 PEQUENAS CAUSAS COMPETENCIA MULTIPLE ATLANTICO BARRANQUILLA,False,,,,,,,
JUZGADO 20 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 20 PROMISCUO PEQUENAS CAUSAS ATLANTICO BARRANQUILLA,False,,,,,,,
JUZGADO 20CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 21 CIVIL CIRCUITO BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 21 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 21 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 21 CIVIL MUNICIPAL DE BOGOTA D C,False,,,,,,,
JUZGADO 21 CIVIL MUNICIPAL DE ORALIDAD BARRANQUILLA,False,,,,,,,
JUZGADO 21 CIVIL MUNICIPAL VALLE DEL CAUCA CALI,False,,,,,,,
JUZGADO 21 DEL CIRCUITO,False,,,,,,,
JUZGADO 21 LABORAL DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO 21 LABORAL DEL CIRCUITO DE BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 21 LABORAL DEL CIRCUITO DE BOGOTA DC,False,,,,,,,
JUZGADO 21 PEQUENAS CAUSAS COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 22 CIVIL DEL CIRCUITO BOGOTA D C,False,,,,,,,
JUZGADO 22 CIVIL DEL CIRCUITO DE BOGOTA DC,False,,,,,,,
JUZGADO 22 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 22 CIVIL MUNICIPAL BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 22 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 22 CIVIL MUNICIPAL DE BOGOTA D C,False,,,,,,,
JUZGADO 22 CIVIL MUNICIPAL DE BUCARAMANGA,False,,,,,,,
JUZGADO 22 CIVIL MUNICIPAL DE CALI,False,,,,,,,
JUZGADO 22 CIVIL MUNICIPAL SANTANDER BUCARAMANGA,False,,,,,,,
JUZGADO 22 DE FAMILIA DE BOGOTA,False,,,,,,,
JUZGADO 22 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,False,,,,,,,
JUZGADO 22 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 22 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BARRANQUILLA,False,,,,,,,
JUZGADO 22 DE PEQUENAS CAUSAS Y DE COMPETENCIAS MULTIPLES DE BARRANQUILLA,False,,,,,,,
JUZGADO 22 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 22 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 22 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA DC,False,,,,,,,
JUZGADO 22 PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,False,,,,,,,
JUZGADO 23 CIVIL DEL CIRCUITO,False,,,,,,,
JUZGADO 23 CIVIL DEL CIRCUITO DE BOGOTA D C,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL BARRANQUILLA,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL BOGOTA,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL DE BUCARAMANGA,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL DE ORALIDAD BOGOTA DC,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA D C,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL MIXTO DE BARRANQUILLA,False,,,,,,,
JUZGADO 23 CIVIL MUNICIPAL SANTANDER BUCARAMANGA,False,,,,,,,
JUZGADO 23 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 23 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA,False,,,,,,,
JUZGADO 24 CIVI MUNICIPAL,False,,,,,,,
JUZGADO 24 CIVIL DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA DC,False,,,,,,,
JUZGADO 24 CIVIL MUNICIPAL 76001400302420220047400,False,,,,,,,
JUZGADO 24 CIVIL MUNICIPAL BOGOTA,False,,,,,,,
JUZGADO 24 CIVIL MUNICIPAL CALI VALLE DEL CAUCA,False,,,,,,,
JUZGADO 24 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 24 CIVIL MUNICIPAL DE CALI,False,,,,,,,
JUZGADO 24 CIVIL MUNICIPAL VALLE DEL CAUCA CALI,False,,,,,,,
JUZGADO 24 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 24 FAMILIA CIRCUITO BOGOTA,False,,,,,,,
JUZGADO 24 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA,False,,,,,,,
JUZGADO 24 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 24 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 25 CIVIL CIRCUITO BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 25 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 25 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 25 PENAL MUNICIPAL,False,,,,,,,
JUZGADO 26 CIVIL CIRCUITO BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL CALI,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL CALI VALLE,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL DE BOGOTA DC JUZGADO,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL DE CALI,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL DE SANTIAGO DE CALI,False,,,,,,,
JUZGADO 26 CIVIL MUNICIPAL SANTIAGO DE CALI,False,,,,,,,
JUZGADO 26 DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO 26 PEQUENAS CAUSAS COMPETENCIA MULTIPLE ATLANTICO BARRANQUILLA,False,,,,,,,
JUZGADO 27 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 27 CIVIL MUNICIPAL DE BOGOTA DC,False,,,,,,,
JUZGADO 27 CIVIL MUNICIPAL DE LA ORALIDAD,False,,,,,,,
JUZGADO 27 CIVIL MUNICIPAL DE ORALIDAD,False,,,,,,,
JUZGADO 27 CIVIL MUNICIPAL DE ORALIDAD BOGOTA,False,,,,,,,
JUZGADO 27 CIVIL MUNICIPAL DE ORALIDAD BOGOTA DC CUNDINAMARCA,False,,,,,,,
JUZGADO 27 CM DE ORALIDAD,False,,,,,,,
JUZGADO 27 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA,False,,,,,,,
JUZGADO 27 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C 3 DE AGOSTO DE,False,,,,,,,
JUZGADO 27 VEINTISIETE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 28 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 28 CIVIL MUNICIPAL VALLE DEL CAUCA CALI,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPENTENCIA MULTIPLE,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPENTENCIA MULTIPLE DE,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPENTENCIA MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPENTENCIA MULTIPLE DE BOGOTA D C,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPENTENCIA MULTIPLE DE BOGOTA DC,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPENTENCIA MULTIPLE DE BOGOTS,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPENTENCIA MULTIPLE DE BOOGTA,False,,,,,,,
JUZGADO 28 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA DC,False,,,,,,,
JUZGADO 28 FAMILIA BOGOTA,False,,,,,,,
JUZGADO 28 FAMILIA BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 28 FAMILIA CIRCUITO BOGOTA,False,,,,,,,
JUZGADO 28 FAMILIA CIRCUITO BOGOTA BOGOTA,False,,,,,,,
JUZGADO 28 FAMILIA CIRCUITO BOGOTA BOGOTA D,False,,,,,,,
JUZGADO 28 FAMILIA CIRCUITO BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 28 FAMILIA CIRCUITO BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 28 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C OUTLOOK,False,,,,,,,
JUZGADO 28 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE BOGOTA,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE BOGOTA D C,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE CALI,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE CALI VALLE,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE MEDELIN,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE MEDELLIN,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL DE MEDELLIN ANTIOQUIA,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL MEDELLIN,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL MEDELLIN ANTIOQUIA,False,,,,,,,
JUZGADO 29 CIVIL MUNICIPAL VALLE DEL CAUCA CALI,False,,,,,,,
JUZGADO 29 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA DC,False,,,,,,,
JUZGADO 3 CIVIL DEL CIRCUITO DE VALLEDUPAR,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL BARRANQUILLA,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL DE ARMENIA JHONNY E GARCIA MEJIA ABOGADO,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL DE DESCONGESTION DE BOGOTA,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL DE DOSQUEBRADAS RISARALDA,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 3 CIVIL MUNICIPAL EJECUCION BUCARAMANGA,False,,,,,,,
JUZGADO 3 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE MONTERIA CORDOBA,False,,,,,,,
JUZGADO 3 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE PASTO,False,,,,,,,
JUZGADO 3 TRANSITORIO DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 3 TRANSITORIO DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE MONTERIA CORDOBA,False,,,,,,,
JUZGADO 30 CIVIL DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO 30 CIVIL MUNICIPAL,False,,,,,,,
JUZGADO 30 CIVIL MUNICIPAL BARRANQUILLA,False,,,,,,,
JUZGADO 30 CIVIL MUNICIPAL BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 30 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETEDENCIAS,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETEN TENCIAS MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA DC,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS A MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS DE MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS DE MULTIPLE DE BOGOTA DC,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTILPLE DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPL DE BOGOTA DC,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA 2024,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES,False,,,,,,,
JUZGADO 30 DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA,False,,,,,,,
JUZGADO 31 ADMINISTRATIVO SECCION TERCERA BOGOTA BOGOTA,False,,,,,,,
JUZGADO 31 CIVIL MUNICIPAL BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 31 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO 31 CIVIL MUNICIPAL DE CALI VALLE DEL CAUCA,False,,,,,,,
JUZGADO 31 CIVIL MUNICIPAL VALLE DEL CAUCA CALI,False,,,,,,,
JUZGADO 31 LABORAL BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 31 LABORAL DE CIRCUITO,False,,,,,,,
JUZGADO 31 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA,False,,,,,,,
JUZGADO 31 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 31 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C OUTLOOK,False,,,,,,,
JUZGADO 32 CIVIL CIRCUITO BOGOTA,False,,,,,,,
JUZGADO 32 CIVIL MUNICIPAL DE BOGOTA DC,False,,,,,,,
JUZGADO 32 CIVIL MUNICIPAL VALLE DEL CAUCA CALI,False,,,,,,,
JUZGADO 32 PEQUENAS CAUSAS COMPETENCIA MULTIPLE BOGOTA BOGOTA D C,False,,,,,,,
JUZGADO 33 CIVIL DEL CIRCUITO,False,,,,,,,
JUZGADO 33 CIVIL DEL CIRCUITO BOGOTA,False,,,,,,,
JUZGADO 33 CIVIL DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO 33 CIVIL MUNICIPAL DE CALI,False,,,,,,,
JUZGADO 33 CIVIL MUNICIPAL VALLE DEL CAUCA CALI,False,,,,,,,
JUZGADO 33 DE FAMILIA DE BOGOTA,False,,,,,,,
JUZGADO 33 DE FAMILIA DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO 33 DE FAMILIA DEL CIRCUITO DE BOGOTA D C,False,,,,,,,
JUZGADO 33 DE JUDICIAL PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y CO0MPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA LOCALIDAD DE CHAPINERO,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA LOCALIDAD DE CHAPINERO,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE CHAPINERO,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRIT JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA LOCALIDAD DE CHAPINERO,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO DE BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUCICIAL DE BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICAL DE BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIA DE BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA LOALIDAD DE CHAPINERO,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA LOCALIDAD DE BOGOTA,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA LOCALIDAD DE CHAPINERO,False,,,,,,,
JUZGADO 33 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DEL DISTRITO JUDICIAL DE BOGOTA LOCALIDAD DE CHAPINERO 63 NO 9 76,False,,,,,,,
