nombre_normalizado,match,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
JUZGADO PROMISCUO MUNICIPAL UNION PANAMERICANA CHOCO,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL URBIA LA GUAJIRA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL URIBIA LA GUAJIRA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALENCIA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALENCIA CORDOBA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALLE DE SAN JOSE,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALLE DE SAN JUAN,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALLE DE SAN JUAN TOLIMA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALLE DEL CAUCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALLE DEL GUAMEZ,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALLE DEL GUAMUEZ,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VALLEDUPAR DE EL COPEY CESAR,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VEGA CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VENECIA CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VENTAQUEMADA BOYACA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VERSALLES VALLE,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VIJES,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VIJES VALLE DEL CAUCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VIJESVALLE,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLA RICA CAUCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLABUEVA CASANARE,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLACARO NORTE DE SANTANDER,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLAGOMEZ CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLANUEVA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLANUEVA CASANARE,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLANUEVA SANTANDER,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLAPINZON,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VILLAPINZON CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VIOTA CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VITELBO CALDAS,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VITERBO,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VITERBO CALDAS,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VITERBOCALDAS,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VITERO CALDAS,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL VITTERBO CALDAS,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL YACOPI,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL YACOPI CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL YACUANQUER NARINO,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL YOTOCO,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL YOTOCO VALLE,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL YOTOCO VALLE DEL CAUCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL ZAPATOCA SANTANDER,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL ZAPAYAN MAGDALENA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL ZETAQUIRA BOYACA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL ZIPACON,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL ZIPACON CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPAL2 BARRANCAS GUAJIRA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALCON FUNCIONES DE CONTROL DE GARANTIAS SANTA HELENA DEL OPON SANTANDER,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALDE EL CASTILLO META,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALDE GAMARRA CESAR,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALDE LEBRIJA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALDE TENJO CUNDINAMARCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALFILADELFIA CALDAS,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALGINEBRA VALLE,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALLOPEZ DE MICAY,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALLOPEZ DE MICAY CAUCA,False,,,,,,,
JUZGADO PROMISCUO MUNICIPALSAN JERONIMO ANTIOQUIA,False,,,,,,,
JUZGADO PROMISCUO MUNICPAL,False,,,,,,,
JUZGADO PROMISCUO MUNICPAL APIA RISARALDA,False,,,,,,,
JUZGADO PROMISCUO MUNICPAL DE APIA RISARALDA,False,,,,,,,
JUZGADO PROMISCUO MUNICPAL DE BARICHARA,False,,,,,,,
JUZGADO PROMISCUO MUNIIPAL DE SANTO TOMAS,False,,,,,,,
JUZGADO PROMISCUO PRIMERO MUNICIPAL DE PUERTO COLOMBIA ATLANTICO,False,,,,,,,
JUZGADO PROMISCUO SASAIMA,False,,,,,,,
JUZGADO PROMISCUO URIBIA LA GUAJIRA,False,,,,,,,
JUZGADO PROMISCUO VALLE DEL GUAMUEZ,False,,,,,,,
JUZGADO PROMISCUQ MUNICIPAL,False,,,,,,,
JUZGADO PROMISCUQ MUNICIPAL LA PAZ,False,,,,,,,
JUZGADO PROMISUO MUINICIPAL DE BOSCNIA CESAR,False,,,,,,,
JUZGADO PROMUSCIO DE FAMILIA DE LA CEJA,False,,,,,,,
JUZGADO PROSMICUO MUNICIPL BUGALAGRANDE VALLE DEL CAUCA,False,,,,,,,
JUZGADO PUEBLO NUEVO CORDOBA,False,,,,,,,
JUZGADO QUE DECRETO LA,False,,,,,,,
JUZGADO QUE LO EMBARGO FMA DRA CARMEN LUZ,False,,,,,,,
JUZGADO QUINCE 15 CIVIL MUNICIPAL DE ORALIDAD,False,,,,,,,
JUZGADO QUINCE 15 CIVIL MUNICIPAL DE ORALIDAD BOGOTA,False,,,,,,,
JUZGADO QUINCE 15 CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA,False,,,,,,,
JUZGADO QUINCE 15 CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA D C,False,,,,,,,
JUZGADO QUINCE 15 CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA DC,False,,,,,,,
JUZGADO QUINCE 15 DE FAMILIA DE BOGOTA,False,,,,,,,
JUZGADO QUINCE 15 DE FAMILIA DE BOGOTA BOGOTA DC,False,,,,,,,
JUZGADO QUINCE 15 DE FAMILIA DE ORALIDAD BOGOTA,False,,,,,,,
JUZGADO QUINCE 15 DE FAMILIA DE ORALIDAD DE BOGOTA,False,,,,,,,
JUZGADO QUINCE 15 DE FAMILIA DE ORALIDAD DE MEDELLIN,False,,,,,,,
JUZGADO QUINCE 15 LABORAL DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO QUINCE 15 LABORAL DEL CIRCUITO DE BOGOTA D C,False,,,,,,,
JUZGADO QUINCE 15 LABORAL DEL CIRCUITO DE BOGOTA DC BOGOTA DC,False,,,,,,,
JUZGADO QUINCE 5 CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA D C,False,,,,,,,
JUZGADO QUINCE ADMINISTRATIVO DE BUCARAMANGA,False,,,,,,,
JUZGADO QUINCE ADMINISTRATIVO DEL CIRCUITO DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE ADMINISTRATIVO DEL CIRCUITO DE CALI,False,,,,,,,
JUZGADO QUINCE ADMINISTRATIVO MIXTO DEL CIRCUITO DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,False,,,,,,,
JUZGADO QUINCE ADMINISTRATIVO ORAL DEL CIRCUITO MEDELLIN ANTIOQUIA,False,,,,,,,
JUZGADO QUINCE CIVIL,False,,,,,,,
JUZGADO QUINCE CIVIL 1811127 DEL 12 DE OCTUBRE DE 2018 C S DE LA J,False,,,,,,,
JUZGADO QUINCE CIVIL CIRCUITO DE ORALIDAD,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO BARRANQUILLA ATLANTICO,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE BARRANQUILLA ATLANTICO,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE BARRANQUILLA BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE BOGOTA D C,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE CALI,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE ORALIDAD,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE ORALIDAD CALI,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE ORALIDAD CALI VALLE,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE ORALIDAD DE CALI VALLE,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE ORALIDAD DE MEDELLIN,False,,,,,,,
JUZGADO QUINCE CIVIL DEL CIRCUITO DE ORALIDAD MEDELLIN,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL BOGOTA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL BOGOTA D C,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL BOGOTA DC,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL BUCARAMANGA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL CALI VALLE,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL CARTAGENA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL CARTAGENA CARTAGENA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL CARTAGENA MARIZBETH MEDINA ESCANO,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE BARRANQUILLA BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE BOGOTA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE BOGOTA D C,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE BOGOTA DC,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE BUCARAMANGA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE CALI,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE CALI SANTIAGO DE CALI,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE CARTAGENA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD CARTAGENA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD CARTAGENA DE INDIAS,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD CARTAGENA DE INDIAS DT,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD DE CARETAGENA DE INDIAS,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD DE CARTAGENA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD DE CARTAGENA DE INDIAS,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD DE MEDELLIN,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DE SATIAGO DE CALI,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL DEL CARTAGENA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL JUZGADO QUINCE CIVIL MUNICIPAL CARTAGENA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL MIXTO DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPAL MIXTO DE BARRANQUILLA BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE CIVIL MUNICIPALDE CALI,False,,,,,,,
JUZGADO QUINCE DE FAMILIA DE ORALIDAD,False,,,,,,,
JUZGADO QUINCE DE FAMILIA DE ORALIDAD BOGOTA DC,False,,,,,,,
JUZGADO QUINCE DE FAMILIA DE ORALIDAD DE BOGOTA,False,,,,,,,
JUZGADO QUINCE DE FAMILIA DE ORALIDAD DE BOGOTA D C,False,,,,,,,
JUZGADO QUINCE DE FAMILIA DE ORALIDAD DE BOGOTA DC,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS DE COMPETENCIAS MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE ANTES JUZGADO VEINTICUATRO CIVIL MUNICIPAL MIXTO DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA ANTES JUZGADO 24 CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA ANTES JUZGADO VEINTICUATRO CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA ANTES JUZGADO VEINTICUATRO CIVIL MUNICIPAL MIXTO,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA ANTES JUZGADO VEINTICUATRO CIVIL MUNICIPAL MIXTO DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA DC,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA DC,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BARRANQUILLA BARRANQUILLA ABRIL 01 DE 2024,False,,,,,,,
JUZGADO QUINCE DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA,False,,,,,,,
JUZGADO QUINCE LABORAL DEL CIRCUITO,False,,,,,,,
JUZGADO QUINCE LABORAL DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO QUINCE LABORAL DEL CIRCUITO DE BOGOTA D C,False,,,,,,,
JUZGADO QUINCE LABORAL DEL CIRCUITO DE BOGOTA DC,False,,,,,,,
JUZGADO QUINCE LABORAL DEL CIRCUITO DE BOGOTA DC BOGOTA DC,False,,,,,,,
JUZGADO QUINCE LABORAL DEL CIRCUITO DE CALI,False,,,,,,,
JUZGADO QUINCE15CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA DC,False,,,,,,,
JUZGADO QUINCEMUNICIPAL DE BUCARAMANGA JUZGADO QUINCE CIVIL MUNICIPAL DE BUCARAMANGA,False,,,,,,,
JUZGADO QUINT JUZGADO QUINTO CIVIL MUNICIPAL DE SOLEDAD TRANSFORMADO DE MANERA TRANSITORIA A JUZGADO CUARTO DE PEQUENAS CAUSAS Y COMPETENCIAS MULTIPLES DE SOLEDAD,False,,,,,,,
JUZGADO QUINTO 05 CIVIL DEL CIRCUITO DE CALI,False,,,,,,,
JUZGADO QUINTO 05 CIVIL MUNICIPAL DE CALI,False,,,,,,,
JUZGADO QUINTO 05 DE EJECUCION CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINTO 5 ADMINISTRATIVO ORAL DEL CIRCUITO,False,,,,,,,
JUZGADO QUINTO 5 ADMINISTRATIVO ORAL DEL CIRCUITO DE IBAGUE,False,,,,,,,
JUZGADO QUINTO 5 CIVIL DEL CIRCUITO DE BUCARAMANGA,False,,,,,,,
JUZGADO QUINTO 5 DE EJECUCION CIVIL MUNICIPAL DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DE FLORENCIA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DE SANTA MARTA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE CARTAGENA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE MANIZALES,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE NEIVA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE PASTO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE POPAYAN,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE VALLEDUPAR,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO PEREIRA RISARALDA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO MIXTO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO MIXTO DEL CIRCUITO DE MONTERIA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO MIXTO DEL CIRCUITO JUDICIAL,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO MIXTO DEL CIRCUITO JUDICIAL D,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO MIXTO DEL CIRCUITO JUDICIAL DE MONTERIA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DE BUCARAMANGA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DE CUCUTA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DE SINCELEJO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DE SINCELEJO SINCELEJO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DE TUNJA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DE VILLAVICENCIO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DEL CIRCUITO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DEL CIRCUITO DE CALI,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DEL CIRCUITO DE IBAGUE,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DEL CIRCUITO DE NEIVA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DEL CIRCUITO DE PASTO,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DEL CIRCUITO DE PASTO SECRETARIA,False,,,,,,,
JUZGADO QUINTO ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL DE BUCARAMANGA,False,,,,,,,
JUZGADO QUINTO CIVIL,False,,,,,,,
JUZGADO QUINTO CIVIL CIRCUITO BOGOTA,False,,,,,,,
JUZGADO QUINTO CIVIL DE CIRCUITO,False,,,,,,,
JUZGADO QUINTO CIVIL DE FLORENCIA CAQUETA,False,,,,,,,
JUZGADO QUINTO CIVIL DE VILLAVICENCIO,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO BARRANQUILLA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO BUCARAMAGA SANTADER,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO BUCARAMANGA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO BUCARAMANGA SANTANDER,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO BUCRAMANGA SANTANDER,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO CALI,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO CALI VALLE,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO CAUCA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO CUCUTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE BARRANQUILLA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE BARRANQUILLA BARRANQUILLA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE BOGOTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE BOGOTA DC,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE BUCARAMANGA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE CALI,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE CALI VALLE,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE CARTAGENA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE CARTAGENA CARTAGENA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE CUCUTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION BOGOTA DC,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS BOGOTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS BOGOTA D C,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS BOGOTA DC,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS DE,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS DE BOGOTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS DE BOGOTA DC,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS DE BTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS DE CIRCUITO DE EJECUCION DE SENTENCIAS,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE IBAGUE,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE MANIZALES,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE MANIZALES CALDAS,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE MANIZALEZ,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE NEIVA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE NEIVA HUILA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE ORALIDAD,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE ORALIDAD DE CALI,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE ORALIDAD DE MEDELLIN,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE ORALIDAD MEDELLIN,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE ORALIDAD PALACIO DE JUSTICIA LUIS CARLOS PEREZ,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE PEREIRA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE POPAYAN,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE POPAYAN CAUCA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE SAN JOSE DE CUCUTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE SANTA MARTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE SANTA MARTA MAGDALENA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE SANTIAGO DE CALI,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE SINCELEJO,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE VALLEDUPAR,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE VILLAVICENCIO,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DE VILLAVICENCIO META,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO DISTRITO JUDICIAL DE CUCUTA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO IBAGUE,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO IBAGUE TOLIMA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO MANIZALES,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO MANIZALES CALDAS,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO NEIVA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO NEIVA HUILA,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO ORAL,False,,,,,,,
JUZGADO QUINTO CIVIL DEL CIRCUITO ORAL BARRANQUILLA,False,,,,,,,
